sep=,
Text,Date,LikesCount,RepostCount,URLs
"На свете есть сети магазинов, которые создают для своих покупателей возможности безотходного потребления. Один из них, Marks & Spencer первым из британских ретейлеров ввёл в конце 1960-х годов многоразовые системы упаковки при перевозке.    Это самый крупный британский производитель одежды, но с начала двухтысячных компания расширила бизнес и дополнительно занялась продуктовым ретейлом.    Более 70% продуктов питания Marks & Spencer транспортирует в оборотной таре. Благодаря этому каждый год ретейлер экономит 20 тысяч единиц одноразовой упаковки. Конечно, коробки можно переработать, но переработка требует расхода ресурсов, и нет гарантии, что в следующем цикле продукт не окажется на свалке.    Совместно с Высшей школой экономики мы собрали 30 лучших кейсов со всего мира о том, как супермаркеты отказываются от одноразовых вещей и лишнего пластика на своих полках. Читайте и вдохновляйтесь: https://act.gp/korobki-vk",02 04 2019 8:00:10,264,37,https://sun3-2.userapi.com/c844722/v844722521/1dc33c/3l2QngakmiU.jpg
"Это не шутка: в Южной Корее, Грузии и Нью-Йорке забанили пластиковые пакеты.    ???? С 1 апреля в Грузии запрещено производить, импортировать и продавать пластиковые одноразовые пакеты (за исключением биоразлагаемых). До этого запрет касался только самых тонких пакетов.   ???? Сегодня, 1 апреля, запрет на использование одноразовых пластиковых пакетов вводится крупных розничных сетях Южной Кореи.   ???? Законодательное собрание американского штата Нью-Йорк также одобрило введение почти повсеместного запрета на применение одноразовых полиэтиленовых пакетов. Сотрудникам большинства магазинов на территории штата будет запрещено предоставлять клиентам одноразовые пластиковые пакеты.",01 04 2019 19:20:00,2355,365,https://pp.userapi.com/c845020/v845020880/1dd778/Xf1AZaUVgBg.jpg
"?????????? Наши сотрудники — в противопожарной экспедиции. Приехали в Амурскую область не случайно. В прошлом году это был самый неблагополучный с точки зрения пожаров регион в России. А в этом году зима на Дальнем Востоке была почти бесснежной, и пожары начались сразу после Нового года. Сейчас, когда выезжаешь из Благовещенска, видишь везде вокруг столбы дыма — где небольшие, а где вполне зловещие.    ?? Зачем жгут траву в Амурской области и что с этим делать?  ???? Подробности по ссылке: https://act.gp/vk-fire-010419",01 04 2019 16:55:00,445,18,
"?? Выставка «Останови огонь!» в Благовещенске завершилась.    За неделю ее посетили более 700 человек. Каждый смог посмотреть на эмоциональные кадры из жизни добровольных лесных пожарных. Послушать их рассказы. Примерить настоящую пожарную экипировку. И побывать на виртуальном торфяном пожаре, посмотрев на него глазами ёжика.    ?? Спасибо каждому, кто пришел.  ?? Присоединяйтесь к добровольным лесным пожарным в Амурской области: https://act.gp/2JDQRNM    ?? Показываем, как это было. Ищите себя на фотографиях. Делитесь впечатлениями.",01 04 2019 14:00:18,90,0,https://pp.userapi.com/c849424/v849424268/15d605/wx_Uqt8J8Bc.jpg https://pp.userapi.com/c849424/v849424268/15d60f/LSoRTXNJT2g.jpg https://pp.userapi.com/c849424/v849424268/15d619/liuR7e3EVII.jpg https://pp.userapi.com/c849424/v849424268/15d623/K8GMkiuNdrA.jpg
"Бананы будут свободными!   Начиная со следующего года их перестанут упаковывать в пластик.   Торговые сети начнут принимать от поставщиков и продавать их только в естественной упаковке на вес или поштучно, а за использование пакетов и плёнки будут получать штраф. Пока из текста закона не ясно, будут ли останавливать покупателей, которые попытаются упаковать бананы в фасовочный пакет.   Наконец-то законодатели осознали: если свалка начинается в супермаркете, то останавливать её нужно там же. Надеемся, что это только первый шаг к снижению объёмов пластиковой упаковки, а за ним последуют более решительные меры.    P.S.: Поправки к закону «Об упаковке» вступят в силу 1 января 2020 года, их действие будет распространяться на обычные бананы, красные бананы и на бананы-мини.  P.P.S.: Это неправда, сегодня первое апреля. Спасибо, что дочитали до конца.",01 04 2019 9:06:06,495,28,https://pp.userapi.com/c844321/v844321939/1d6694/euqcgZQ7aRY.jpg
"Травяной пал — это настоящая катастрофа. И всему виной — опасная и неразумная традиция поджигать весной сухую траву на полях. Эта традиция держится на мифах.    Проверьте себя, расскажите друзьям о заблуждениях, из-за которых каждый год огонь уничтожает в России миллионы гектаров полей, лесов, торфяных болот. ??    Миф №1. Выжигание прогревает почву.  ?? Почва от беглого травяного пожара не прогревается. А еще! Гибнут почки и семена трав, полезные микроорганизмы и мелкие животные.    Миф № 2. Выжигание обогащает почву золой.  ?? Минеральные питательные вещества из золы все равно попали бы в почву при естественном разложении сухой травы летом. К тому же зола остается на поверхности, и первый же сильный дождь смывает её в ручьи и реки.    Миф №3. Трава быстрее и лучше растет.  ?? На почерневших выжженных участках зеленая трава просто заметнее.    ? Заметили травяной пожар — звоните 112.    #остановиогонь",01 04 2019 4:00:06,741,276,https://pp.userapi.com/c851524/v851524284/ef42e/xJC_h-_WoQQ.jpg
"В Новомосковском и Троицком округах Москвы — территориях, присоединённых к столице в 2012 году — начали вырубать лес около Киевского шоссе у поворота на Первомайское. Рассказываем, что не так: https://act.gp/vk-msk310319",31 03 2019 16:00:10,116,23,
"???? Вы думаете, что сезон лесных пожаров начинается летом? На самом деле юг России горит с января.    Если вы живёте в Краснодарском крае, подписывайтесь на группу [club133762830|Добровольные пожарные Кубани] .   Следите за тем, как они:  ?? защищают от огня заказники;  ?? выращивают саженцы ольхи и ели;  ?? проводят лекции;  ?? организуют противопожарные мероприятия;  ?? работают с детьми;  ?? обмениваются опытом с другими регионами.    Захотите поддержать — записывайтесь в волонтёры.    ?? Расскажите об этом посте друзьям.  ?? Отметьте в комментариях тех, кто живёт на Кубани и кому эта тема может быть интересна.",31 03 2019 9:00:08,116,18,https://pp.userapi.com/c854128/v854128876/1133c/iKMD36gG64M.jpg
"?? Закрываем фотовыставку «Останови огонь!» в Благовещенске.    ?? Если вы хотели посетить её, то у вас есть ещё несколько часов, чтобы сделать это. Приходите до 20:00.    ?? Вдохновляйтесь отзывами тех, кто уже на ней побывал.   Кирилл: «Ахнул, когда увидел все глазами ежика. Всегда мечтал об этом». Михаил: «Надеюсь, что каждый пришедший сюда задаст себе вопрос: «А что я?».   ?? А вот присоединиться к добровольным лесным пожарным можно всегда.  ?? Вступайте в группу и поддерживайте ребят: https://act.gp/2JDQRNM",31 03 2019 4:00:02,58,1,https://pp.userapi.com/c854128/v854128876/1135c/vHjtgOum-8E.jpg
"?? «Люди понимают, что сажать деревья — хорошо. Тушить пожары — тоже», — говорит Виталий, а я мысленно добавляю: а думают ли они, что не поджигать — тоже хорошо?    ????? Вот уже три года Виталий Павлов вместе с [club133762830|Добровольными пожарными Кубани] спасает родной край от пожаров, восстанавливает лес.    ???? Читайте его историю по ссылке: https://act.gp/vk-fire-300319    #остановиогонь",30 03 2019 17:00:09,168,25,
"Чтобы борьба с лесными пожарами была эффективнее, нужно:  ? писать статьи;  ? снимать фильмы;  ? читать противопожарные лекции;  ? проводить уроки безопасности;  ? придумывать арт-проекты;  ? выращивать лес.    ?? Если вы умеете это делать или давно хотели попробовать, записывайтесь в добровольные лесные пожарные: http://act.gp/ru_firefighters    ?? Борьба с пожарами — это больше, чем тушение.  #остановиогонь",30 03 2019 14:00:08,121,21,
"?? Знаете ли вы об акции Час Земли? Это ежегодная акция, которую проводит [club348403|WWF России - Всемирный фонд дикой природы] с 2007 года. На один час тысячи людей по всему миру выключают электричество, чтобы привлечь внимание к проблеме изменения климата и призвать к экономии энергии и других природных ресурсов. В прошлом году в акции «Час Земли» приняли участие больше 25% всего населения планеты!    ?В этом году «Час Земли» пройдет сегодня, 30 марта, в 20:30. Если вам не безразлична судьба планеты, присоединяйтесь и выключите электричество на один час. Обязательно расскажите своим близким о проблеме изменения климата. На территории России повышение температуры происходит в 2,5 раза быстрее, чем в среднем по миру.   Изменение климата в России уже привело к рискам экстремальных погодных явлений, наводнений и засух, потерь урожая, роста числа пожаров, таяния вечной мерзлоты. Здоровье людей ухудшается за счет частых волн жары и снижения качества воздуха из-за лесных пожаров.    Будете участвовать? Пишите в комментариях ваше мнение об акции ????",30 03 2019 10:00:04,399,73,https://pp.userapi.com/c850332/v850332407/116133/dsOM27lXPkY.jpg
????? Как добровольные лесные пожарные спасают природу России от огненной катастрофы?    ?? Что приводит людей в пожарное добровольчество?    ?? И почему так важно видеть результаты своих усилий?    Ответы в нашем видео.    ?? Найдите группу добровольных лесных пожарных в своём регионе: http://act.gp/ru_firefighters,30 03 2019 7:00:07,104,15,https://pp.userapi.com/c850628/v850628876/e9b5d/4-dYRVq1rgA.jpg
"Сегодня премьер-министр Дмитрий Медведев [club179956363|во время общения с пользователями «Вконтакте»] допустил, что в нашей стране может появиться запрет на одноразовый пластик.  «Евросоюз собирается в качестве стандарта вводить отказ от пластиковой посуды. Видимо, и нам в какой-то момент нужно будет этот вопрос рассмотреть законодательно», — сказал Медведев.  Пластиковое загрязнение угрожает российской природе не в меньшей степени, чем в Евросоюзе. Не нужно медлить с запретом!",29 03 2019 18:00:09,1220,151,
"?? Как добровольные лесные пожарные помогают лесам?   ?? ведут дистанционный мониторинг;  ?? патрулируют территории;  ?? тушат пожары;  ?? участвуют в экофорумах и конференциях;  ?? проводят уроки безопасности;  ?? придумывают арт-проекты;  ?? выращивают леса.    ?? Каждый может стать добровольным лесным пожарным:    ? Сделайте репост;  ? Узнайте больше о добровольных лесных пожарных: http://act.gp/ru_firefighters  ? Подпишитесь на сообщества: [club483624|Большая Байкальская Тропа]  [club129028123|Батарейская Пожарная Охрана] (Иркутская область) [club19282563|Дружина Охраны Природы ""Барс""] (Амурская область) [club179142446|Пожарные добровольцы Приморья] (Приморский край)  [club157960850|Добровольческий Корпус Байкала] (Республика Бурятия) [club161449234|Добровольные лесные пожарные Марий Эл] (Республика Марий Эл) [club54452953|Добровольные степные пожарные Астрахани] (Астраханская область) [club72929750|Добровольные лесные пожарные Забайкалья] (Чита, Забайкальский край)",29 03 2019 15:00:18,83,9,https://pp.userapi.com/c847017/v847017528/1dcb26/JcU_xQ4LZ4U.jpg
"Пока мы всеми силами пытаемся спасти застрявших в китовой тюрьме косаток и белух, Росрыболовство предложило новые квоты на вылов животных.",29 03 2019 12:00:16,137,26,
"?? Какой вред наносят лесные пожары?    ?? От неконтролируемого огня погибают животные и люди.  ?? В атмосферу выделяются тонны угарного газа, что способствует изменению климата.  ??От пожаров страдают почвы. Без растительности они легко подвергаются эрозии и размывам. Из-за этого падает качество воды.  ?? На восстановление леса могут уйти десятилетия, если это вообще будет возможно. Поэтому останавливать огонь — наш долг.    ?? Как я могу помочь?    ? Сделайте репост. ? Узнайте больше о добровольных лесных пожарных по ссылке: http://act.gp/ru_firefighters. ? Подпишитесь на сообщества: [club133762830|Добровольные пожарные Кубани] (Краснодарский край и Республика Адыгея); [club160724067|Добровольные лесные пожарные. Центральный регион] (Москва и Московская, Ярославская, Смоленская, Тверская, Рязанская, Калужская, Владимирская, Ивановская и Тульская области); [club166801772|Екатеринбург горит: Добровольные лесные пожарные] (Свердловская область); [club539231|Дружина охраны природы МГУ] (Москва и Московская область); [club2618511|Общество добровольных лесных пожарных] (Санкт-Петербург, Ленинградская область, Республика Карелия). ? Увидите лесной пожар — звоните 8 800 100 94 00.",29 03 2019 9:00:12,109,21,https://pp.userapi.com/c855436/v855436918/1117e/biwdBvmIBlo.jpg
"?? Мы знаем, почему в России горит лес. Горит каждый год. Миллионы гектаров. Всё просто: горит, потому что поджигают.    Чтобы доказать связь между поджогами и пожарами, специалисты российского отделения Greenpeace составили новую карту «Причины пожаров в России», где показывают, чем же были вызваны обширные пожары, бушевавшие в 2018 году в четырёх самых «горячих» регионах Сибири и Дальнего Востока.  ???? Подробности по ссылке: https://act.gp/vk-fire-290319-01  #остановиогонь",29 03 2019 5:00:10,153,39,
"Ура! С 2021 года в Европе запрещают одноразовый пластик ??????  Сделали подборку того, что исчезнет в ближайшие годы, и рассказали, почему это не катастрофа, а праздник:",28 03 2019 17:00:13,1248,215,
"?? 80% лесных пожаров весной начинаются с поджогов травы. В ваших руках это изменить.    Что нужно делать:  ?? не жечь мусор;  ?? не бросать окурки;  ?? не поджигать прошлогоднюю траву;  ?? звонить 112, если заметили дым.    ?? Делитесь этим постом с друзьями.    ?Помните, каждый может остановить огонь.   ??Поддержите добровольных лесных пожарных: https://act.gp/vk-2803-02  #остановиогонь",28 03 2019 12:00:14,128,30,
"Как победить систему доставки и заказывать только еду, а не пластиковый мусор, который к ней прилагается?  Рассказываем на примере нашего московского офиса: https://act.gp/dostavka-vk",28 03 2019 10:00:11,335,28,https://pp.userapi.com/c855028/v855028588/1117f/XYi4b2pLhvY.jpg
"30 лет назад произошла одна из наиболее разрушительных для природы катастроф — авария танкера Эксон Вальдез у берегов Аляски. Порядка 40 000 кубометров нефти разлилось в море, образовав нефтяное пятно в 28 тысяч квадратных километров. Для сравнения площадь Бельгии составляет чуть более 30 тысяч квадратных километров. Эта трагедия показала, насколько сложно ликвидировать последствия разлива нефти и какой колоссальный ущерб наносят такие аварии.    В России ежегодно происходит огромное количество разливов нефти на суше — аварии на землях коренных народов загрязняют реки, леса, болота. Сжигание ископаемого топлива приводит к росту температуры нашей планеты, что вызывает наводнения, пожары, ураганы... Может, настало время отказаться от добычи нефти и переходить к более экологичным и безопасным источникам энергии?    ??Становитесь частью команды #НеЗаливайМнеТут, чтобы помогать нам рассказывать о том, что происходит в местах добычи нефти!  #protectourcoast #exxonvaldez #RememberExxonValdez #EVOS #oilspill #bigoil #exxonmobil #valdezdisaster #neverforget",28 03 2019 7:30:01,351,41,https://pp.userapi.com/c853624/v853624736/fa93/so_DWi0-TtE.jpg
"?? Специально для жителей Калининграда.    ?? 31 марта приходите на встречу с представителями Greenpeace России и с добровольными лесными пожарными. Вы сможете узнать:    ?? почему весной все горит;  ?? зачем обычные люди борются с лесными и торфяными пожарами;  ?? как стать огнеборцем;  ?? что конкретно вы можете сделать для борьбы с пожарами на природных территориях в своём регионе.    ?? Ждем вас по адресу: Проспект Мира 26, Калининградский зоопарк.  Начало: 31 марта в 14:30.  Продолжительность: 2,5 - 3 часа.    Вход свободный.  ?? Регистрация по ссылке: https://odlp.timepad.ru/event/932370/",28 03 2019 5:00:08,51,3,
"Завершилось общественное обсуждение проекта Минприроды, отдельные части которого угрожали особо ценным природным территориям и их обитателям.   Вы голосовали против проекта, делились новостью о сокращении охранных зон с друзьями, оставляли комментарии и пожелания на regulations.gov.ru. Огромное спасибо вам за поддержку!   Минприроды получило достаточно пожеланий и предложений, чтобы улучшить документ и укрепить защиту заповедников. Подробности: https://act.gp/vk-thx270319   И конечно мы будем следить за судьбой охранных зон.",27 03 2019 17:00:11,150,7,
"Почему косатки до сих пор в тюрьме? Прямой эфир с Григорием Цидулко. Будем разбираться, что происходит с животными, что делают чиновники и какие есть перспективы.   Подпишите петицию за освобождение косаток и белух!  https://act.greenpeace.org/page/38188/action/1?ea.tracking.id=online2703&utm_source=vk&utm_medium=social&utm_campaign=orcas&utm_content=online",27 03 2019 15:32:15,164,23,https://pp.userapi.com/c844720/v844720551/1cc758/GQ8C4YDSh8o.jpg
"Уже завтра в Санкт-Петербурге стартует IV Международный велоконгресс, и мы предлагаем принять в нём участие!  28 марта на нём выступит эксперт Greenpeace Василий Яблоков с лекцией «Готова ли Россия пересесть на велосипед и зачем ей это надо?».  Василий поделится результатами опроса о том, готовы ли россияне пользоваться велосипедом в качестве транспорта, расскажет, зачем нужно пересаживаться на велосипед и покажет калькулятор экологичности транспорта.  А 29 марта Полина Малышева, руководитель проекта #ГринписВоздух, и эксперт Greenpeace Евгения Наумова проведут воркшоп о том, что такое кампейн-акселератор и как волонтеры могут использовать этот инструмент, чтобы сделать свои общественные кампании более эффективными.  Участие бесплатно! Регистрация по ссылке: https://cyclingcongress.ru/registration",27 03 2019 12:00:14,60,2,https://pp.userapi.com/c540100/v540100450/4e256/MFGJlWsO_RI.jpg
?? У нас отличные новости!   ??В ноябре 2018 года Рослесхоз дал обещание разработать новые правила проведения профилактических выжиганий.    ?? Сегодня проект этих правил открыт для общественного обсуждения. Это важный шаг для борьбы с пожарами на природных территориях.    ?? С помощью профилактических выжиганий лесники должны предотвращать пожары и останавливать огонь. Однако в реальности для настоящего контроля за выжиганиями не хватает сил и средств. Это прямая дорога к новым пожарным катастрофам.   ?? Подробности в нашем материале по ссылке: https://act.gp/vk-fire-2703-02,27 03 2019 9:15:01,80,10,
"?? Ежегодно в России от огня страдает 40 миллионов гектаров природных территорий. По площади это как десять Голландий. Большинство пожаров — рукотворные. Они происходят по незнанию или халатности людей. И их, конечно, можно избежать.    ?? Каждый может остановить огонь.  Поддержи добровольных лесных пожарных: https://act.gp/vk-fire-2703-01  #остановиогонь",27 03 2019 4:00:07,231,35,https://pp.userapi.com/c845419/v845419147/1d02ca/cKpcvS88Uko.jpg https://pp.userapi.com/c845419/v845419147/1d02ae/emNDD2mFaik.jpg https://pp.userapi.com/c845419/v845419147/1d0287/Q1CnHR-qmEQ.jpg https://pp.userapi.com/c845419/v845419147/1d02a4/gTqwAo8DCFQ.jpg https://pp.userapi.com/c845419/v845419147/1d0291/Kp2MqKX-SWs.jpg https://pp.userapi.com/c845419/v845419147/1d029b/GxnvayffbtA.jpg https://pp.userapi.com/c845419/v845419147/1d02c1/QLniHETqfhw.jpg https://pp.userapi.com/c845419/v845419147/1d02b7/HPSJbjBIZbg.jpg
"Несмотря на рост количества онкозаболеваний в последние годы, Роспотребнадзор продолжает завышать предельно допустимые концентрации (ПДК) канцерогенных веществ.  Мы проанализировали ПДК по 50 канцерогенным веществам по методике самого Роспотребнадзора, принятой в 2004 году, и выяснили, что для большинства из них действующие ПДК превышают верхнюю границу приемлемого риска в десятки и даже сотни раз. (Подробная информация в первом комментарии)  Например, для винилхлорида — сильного яда с канцерогенным, мутагенным и тератогенным (вызывающим нарушения эмбрионального развития) воздействием, — ПДК была увеличена в 30 раз. Теперь она превышает границу приемлемого риска в 26 раз. ?????+?  Потребуйте от Роспотребнадзора принять меры по улучшению качества воздуха не только на бумаге: https://act.gp/vk_peticia_2603",26 03 2019 17:00:10,749,253,https://pp.userapi.com/c540100/v540100484/57d1e/ftWv1R51vT4.jpg
?? Можно ли собирать в лесу дрова для печки? А рубить сухие мертвые деревья? Подготовили тест на знание лесных прав: https://act.gp/forestmeduza  Поделитесь вашим результатом в комментариях ????,26 03 2019 15:00:17,96,19,
"?? В Амурской области огнём никого не удивишь. В прошлом году здесь были такие лесные пожары, что об этом говорила вся страна. И горит тут каждый год. Сильно горит. Как это влияет на жителей региона?    ????? Детство, проведённое рядом с пожарами, для Ольги Шкуриной не прошло бесследно. Уже несколько лет она — добровольный лесной пожарный, член Дружины охраны природы «Барс». Читайте историю Ольги по ссылке: https://act.gp/vk-fire-2603-02   ?Следите за темой #остановиогонь   ?? Помните, каждый может помочь.",26 03 2019 12:15:01,107,7,
"Если вы живете в Москве или в Санкт-Петербурге, у вас есть возможность встретиться с нашими представителями в торговых центрах города. Мы рассказываем всем желающим о нашей работе и предлагаем стать сторонниками Гринпис, оформив регулярное пожертвование с помощью банковской карты.    Вот список торговых центров и адресов.  Москва  ??ТЦ Персей для детей — м. Водный стадион, Ленинградское ш., д. 58, к. 26, тел.: (495) 781-71-77 м. Бульвар Дмитрия Донского, ул. Куликовская, д.3, тел.: (495) 980-05-77, (495) 712-44-54 м. Улица академика Янгеля, ул. Россошанская, д.6, тел.: (495) 980-21-07 http://perseybaby.ru  ??ТЦ Элизиум — Институтская ул., 17, рабочий посёлок Нахабино  ??ТК Трампалин — Ярцевская ул., 25А - http://tramplin.obiz.ru   Санкт-Петербург   ??METRO — Комендантский проспект 3, лит. А; Косыгина 4, лит. А; Пулковское шоссе 23, лит. A https://www.metro-cc.ru  ??ТРЦ Гулливер — Торфяная дор., 7 http://trk-gulliver.ru  ??ТК Старая Деревня — Торфяная дор., 2 корпус 1 http://tk-sd.ru  ??Экополис premium — Выборгское ш., 13 https://ecopolis-spb.ru  ??Сеть кинотеатров Киноград— Тепловозная д. 31; Пражская, 48/5 https://www.cinema-grad.ru  ??Сеть кинотеатров Люксор — Бухарестская, д. 30/32; Пулковское шоссе, 25, к.1 https://www.luxorfilm.ru  ??ТЦ Бум — ул. Коллонтай, 31 корпус 1  ??ТЦ Южный — Всеволожск, мкр-н Южный, ул. Невская, 13 http://olympgroup.pro/project/trc-yuzhnyj#about  ??ТРЦ Юбилейный — Ленинградская обл., г. Всеволожск, Октябрьский пр-т, д. 85 https://trk-ub.ru  ??ТРЦ Парк Хаус — пр. Культуры, 41 http://atrium-northmall.ru  ??ТЦ Бонус — Пр. Косыгина д.31 к.1 https://tkbonus.ru  ??БЦ Сенатор https://senator.spb.ru  ??Гостиный Двор (Кронштадт) — Кронштадт, пр. Ленина д.16 Литер А http://www.gdkronshtadt.ru",26 03 2019 9:00:04,79,5,https://pp.userapi.com/c850528/v850528170/e3494/ANp9O7ay0Vk.jpg
"?? Живёте в Амурской области? Хотите спасать родную природу?    ?? [club19282563|Дружина охраны природы «Барс»] ждёт вас!    ?? Что нужно делать:  ?? участвовать в работе дружины,   ? проводить лекции и уроки в школах,  ?? помогать с социальными сетями,   ? фотографировать и проводить видеосъёмку,  ?? заниматься дистанционным мониторингом,   ? ездить на тушения, ?? и многое другое.    ???? В прошлом году из-за лесных пожаров власти Амурской области ввели в регионе режим ЧС. Огнём было пройдено более 7 млн гектаров! Это беда, которую не хочется пережить снова.    ?? Не оставайтесь в стороне, переходите по ссылке: https://vk.com/dopbars    ?? Расскажите об этом посте друзьям.  ?? Отметьте в комментариях людей, которые живут в Благовещенске и других городах Амурской области и кому эта тема может быть интересна.   #остановиогонь",26 03 2019 4:00:06,64,2,https://pp.userapi.com/c849220/v849220759/160f45/IDBDRlPuzi4.jpg
"Три факта о соломинках:    ???+ Одноразовые пластиковые соломинки не берут не переработку, этот товар создан для свалки.    ? Попадая в морские воды, соломинки, как и любой пластик, могут стать причиной травмы или гибели животных. Уверены, вы уже смотрели видео о том, как из носа черепахи достают одноразовую соломинку.    ??? Лучшее, что можно сделать с одноразовыми соломинками — убрать из оборота. Там, где без них не обойтись, на смену могут прийти соломинки из металла, стекла, бамбука и бумаги. А в некоторых кафе напитки подают с букатини — длинными и полыми внутри макаронами.      Не дожидаясь законодательных запретов, Pick n Pay, вторая по величине сеть супермаркетов в Южной Африке, перестала продавать одноразовые соломинки. Просто убрала их с полок! ??????   Как вам идея? Вот бы у нас так сделали.",25 03 2019 17:00:14,964,140,https://pp.userapi.com/c851332/v851332298/e6823/2rRn3buZNQE.jpg
"??? Новость для жителей Амурской области.    ?? Сегодня мы открыли всероссийскую фотовыставку «Останови огонь!» в Благовещенске.    Выставка работает:  ?? в будни с 9:00 до 21:00,  ?? в выходные с 12:00 до 20:00.    ?? Ждём вас до 31 марта включительно. Вход бесплатный!    ?? Подробности и регистрация по ссылке: http://firevolonter.ru/stopfire    ?? А те, кто уже успел побывать на выставке — делитесь впечатлениями в комментариях.",25 03 2019 12:00:14,87,3,https://pp.userapi.com/c845417/v845417667/1d749d/QuEPnH46Mh4.jpg
"?? В России в 9 случаях из 10 причиной природных пожаров становится человек. Огненные бури начинаются с окурка, спички или непотушенного костра. Последствия небрежности или незнания самые катастрофические: животные и растения получают увечья или погибают. Страдают и сами люди.    ?? Леса, степи и торфяные болота — такая же часть этой планеты, как и мы. Наше отношение к ним — показатель человечности. В наших силах осознать и изменить свое поведение.    ? Следите за темой #остановиогонь ?? Присоединяйтесь к нашей противопожарной кампании:  https://act.gp/vk-fire-2503-01",25 03 2019 9:15:01,266,50,
"Для нас важно встречаться и общаться с нашей аудиторией — на посадке деревьев или во время согласованного пикета. Часто мы проводим бесплатные лекции наших спикеров на самые разные темы: от рассказа, как жить в городе экологично до просветительских курсов про тушение пожаров в лесу.   Залог успеха не только удобная для наших слушателей площадка, но и стратегические партнеры. Например, один из них — сайт [club16466790|Теории и практики]. 13 марта эксперт Гринпис, Василий Яблоков, презентовал интерактивную карту загрязнения воздуха в городах России. Мы благодарим информационного партнера лекции — сайт Теории и Практики.",24 03 2019 17:00:08,71,1,https://pp.userapi.com/c851224/v851224505/e53aa/woepwwiQ5p8.jpg
"Бананы в пакете ???  Нет, спасибо! ????+??   Отказывайтесь от лишней упаковки, ведь вся она станет мусором: https://act.gp/vk-frog    #нивкакиесвалки",24 03 2019 10:05:20,873,65,https://pp.userapi.com/c855128/v855128696/cc59/mDYGnhqyvcA.jpg
"Внимание! Внимание!   Мы ищем желающих участвовать в исследовании о климатических изменениях. Нужна ваша помощь.   Напишите нам «Хочу на исследование» по ссылке https://vk.me/greenpeace_ru , чтобы узнать подробности и успеть записаться!",23 03 2019 19:07:58,82,16,
"У нас отличные новости! Недавно мы запускали сбор средств на оборудование для обогрева косаток и белух в китовой тюрьме. Общими усилиями мы собрали необходимую сумму!   Спасибо всем, кто поддержал эту идею! Тепловые пушки и всё остальное оборудование были переданы в реабилитационный центр для морских млекопитающих «Тюлень», сейчас они занимаются закупкой. Мы надеемся, что они помогут нашим косатками и белухам.  Увы, до сих пор нет официального разрешения, по которому мы можем установить тепловые пушки в ангары для нагрева воздуха, в то время как вокруг китовой тюрьмы до сих пор не растаял лёд. Мы изначально знали, что идём на риск и нас могут просто не пустить на территорию базы. Радует одно, оборудование в любом случае будет помогать животным, которым нужна реабилитация.   Запутанная и грустная история с выловленными косатками и белухами продолжается. Мы не прекратим писать в ответственные ведомства и выходить на митинги и пикеты в защиту китов. Но важно и другое: люди готовы защищать природу и её обитателей. Давайте не терять этот настрой и добиваться результатов все вместе???????????????????????",23 03 2019 8:00:09,579,29,https://pp.userapi.com/c540100/v540100579/7ea25/A4t8Kps3eUw.jpg
