Text;Date;LikesCount;RepostCount;URLs
Петрозаводск стал одним из первых городов в России, где появился магазин «без упаковки». Он работает уже год. А еще там можно купить многоразовые вещи.  Его владелица Любовь Сорокина рассказала, сложно ли стартовать с таким проектом, как такие магазины появляются в других городах и с какими трудностями сталкиваются и как она занимается экопросвещением и раздельным сбором отходов: https://7x7-journal.ru/articles/2019/06/25/lyubov-sorokina-ya-prishla-k-ekologicheskomu-povedeniyu-na-svoem-opyte-a-ne-kogda-mne-so-vseh-storon-krichali-chto-nado-zashishat-planetu;25 06 2019 7:01:00;2;0;
В ПСКОВЕ Китайская компания «Goodwood medical care» презентовала проект по строительству завода по производству одноразовой деревянной посуды из шпона лиственных пород дерева(из березы).  Я вам говорил - запрет на пластик - рубить деревья!  И это ШПОН!!!  Это не переработанная бумага!  НАСЛАЖДАЙТЕСЬ ПЛАСТИКО-НЕНАВИСТНИКИ!!;25 06 2019 6:44:18;0;0;
Активность лисиц в Подмосковье повышается;24 06 2019 17:40:29;0;0;
Экология! Помощь! ПНООЛР! ПДВ и др. Экология! Помощь! ПНООЛР! ПДВ и др. По всем вопросам по разработке экологической документации и обучения, лицензий звонить по телефону 8 (812) 385-72-56. Консультация бесплатно Вы состоите в группе  ФОТОГРАФИИ 7 ИНФОРМАЦИЯ Описание:Единая экологическая служба на рынке более 7 лет и занимает одно из ведущих мест в сфере экологии и природопользования. Наша компания оказывает ряд услуг по информационным, образовательным и юридическим аспектам вашей деятельности.  Телефон: 8 (812) 313-29-65  Почта: 6492523@mail.ru Веб-сайт:http://ecofirm.ru/contacts.html Экологические услуги нашей службы ДРУГОЕ Отправить деньги Участники 24 834 Фотографии 8 Ещё...  Написать сообщение 2 049 ЗАПИСЕЙК записям сообщества  Ольга Работа-Онлайн сегодня в 18:25 ????Милые хозяюшки,феи чистоты?? ? этот набор должен быть в вашем доме!!!  ??Салфетка для стекла ??Салфетка для посуды ??Салфетка универсальная  С помощью этих салфеток У вас:  ?экономится время ?сохраняется здоровье(так как это японское микроволокно,которое помогает убрать дом без капельки химии)  ?красивый маникюр в порядке.  ??Салфетка универсальная быстро справится с пылью, грязью на мебели, обоях и т.д. ??салфетка для стекла и зеркал,очищает мгновенно и без разводов ??салфетка для посуды позволяет мыть посуды без средств,а также очищать фрукты от воска. Цена: ?? Салфетка универсальная ?? Салфетка для стекл и зеркал ?? Салфетка дл посуды Подробнее ознакомиться с продукцией компании GREENWAY можно в моей группе!!!  https://vk.com/club183348603  Или пишите в л. с. ??;24 06 2019 15:30:07;0;0;https://pp.userapi.com/c850732/v850732790/156b0e/EnjD5SYr1PM.jpg https://pp.userapi.com/c850732/v850732790/156b00/daZ4Ns6jSJo.jpg https://pp.userapi.com/c850732/v850732790/156b07/k_6bE278HBk.jpg
"Проведи ревизию шкафов и приходи на [club167722472|Ярмарку обмена ANTY ПЛЮШКИН]! Победи свой «синдром Плюшкина»!  ANTYПлюшкин - агент под прикрытием, чья миссия - очистить планету от мусора - регулярно выходит на бой за разумное потребление и экологию.  29 июня он «десантируется» на летней площадке [club56424692|Библиотечный Центр Общения ""Современник""] - [club182393330|ОК'кервиль] в 12.00!  В этот день [club182393330|ОК'кервиль] превратится в ярмарочную площадь, все желающие смогут принести ненужные вещи и взять себе понравившееся взамен. Также будут открыты зоны мастер-классов, йоги, лекторий-кусторий и многое другое.  Правила участия просты: приноси ненужные (но хорошие!) вещи в [club56424692|Библиотечный Центр Общения ""Современник""], получай купоны взамен и 29 июня обменивай купоны на понравившиеся вам вещи.   Сбор вещей начнется 20 июня на площадке [club56424692|Библиотечный Центр Общения ""Современник""] (Заневский, 32) в часы работы.  Программа ярмарки по ссылке: vk.com/@antyplushkin-programma-yarmarki  Участие во всех мероприятиях ярмарки бесплатно!  #antyплюшкин #антиплюшкин #оккервиль";20 06 2019 17:45:31;2;0;https://pp.userapi.com/c849220/v849220378/1c26e6/El3VTCWFNx8.jpg
Здравствуйте! Хочу попросить предоставить пример (шаблон) для выполнения следующей задачи: необходимо подготовить схему систем водопотребления и водоотведения на месторождении. В примечаниях мне дали подсказку типа:  смотреть пункт 4.2.4. Лицензии на пользование недрами! Заранее спасибо!;19 06 2019 6:22:03;0;0;
"Генеральный директор Ассоциации юристов-экологов России, председатель Союза экологов РБ, председатель некоммерческой организации «Объединение предпринимателей по рециклингу отходов» Александр Веселов: ""Если не создадим инфраструктуру переработки отходов с получением из них востребованной продукции, экономика в этой сфере не будет работать. Мы никогда не сможем организовать раздельный сбор мусора, если не создадим производство для его переработки. Вторичное сырье должно быть дорогим"".";17 06 2019 5:58:25;1;0;
https://zen.yandex.ru/media/zgj/dikie-podmoskovnye-pticy-5d0682759415b00db99baef2;16 06 2019 19:40:26;1;0;
ПОНЯТИЕ ЭКОЛОГИЧЕСКОГО ПРАВА,- ПОЛНЫЙ КУРС?  Впервые на русскоязычном ЮТУБЕ,- канал с качественными ЛЕКЦИЯМИ прямо из МГУ и МЭСИ.  ПРОВОДИ ВРЕМЯ С ПОЛЬЗОЙ??? https://www.youtube.com/watch?v=dqco7I41-aM&t=17s;16 06 2019 14:35:53;3;0;https://pp.userapi.com/c850536/v850536150/1339ce/I4RoWyBh3y8.jpg https://pp.userapi.com/c850236/v850236143/1717a5/-ivaGT_6jvQ.jpg
https://zen.yandex.ru/media/zgj/zola-luchshee-antikrizisnoe-udobrenie-5d0114a119c6dd00ad05f04f;14 06 2019 16:45:56;0;0;
Кавказские Минеральные Воды уникальны, но мы можем лишиться их возможностей из-за алчных бизнесменов, которые гонятся за быстрыми деньгами и издеваются над природой:    http://www.stav.aif.ru/society/person/bolshe_lyudey_menshe_derevev_kto_gubit_kurorty_pod_shum_festivaley;06 06 2019 6:55:01;0;0;https://pp.userapi.com/c855428/v855428181/5f06d/l6ysD4WOn3c.jpg
Сегодня мир отмечает День эколога. Что вы знаете о проблемах окружающей среды? Чтобы проверить свою грамотность в этом вопросе, пройдите тест. #деньэколога    https://pchela.news/news/detail/2654;05 06 2019 13:29:59;1;0;
Сегодня, 5 июня, свой профессиональный праздник отмечают экологи, которые собрались в Донецком Ботаническом Саду для того, чтобы поздравить всех причастных.    Главной изюминкой мероприятия стала презентация фильма о новом ландшафтном парке Ольховатский, который начнёт работу уже в этом году.;05 06 2019 10:41:05;0;0;
Прекращение стройки мусорного полигона в Арх. ОБЛ. На ст. ШИЕС   Поддержите, пожалуйста, петицию: https://vk.com/app6890792#p=24552;05 06 2019 8:25:11;0;0;https://pp.userapi.com/c853628/v853628666/5ff20/RnNDNmB42Rg.jpg
Портал Leonoticias утверждает, что отказ Испании от угольной генерации, запланированный на 2020 год, не внесёт сколь-нибудь существенный вклад в борьбу с изменением климата. Всё потому, что как минимум 11 государств Евросоюза продолжат использовать самый грязный сырьевой ресурс для энергоснабжения домохозяйств и предприятий и после 2030 года.  https://forpost-sz.ru/a/2019-06-03/globalnoe-poteplenie-neizbezhno-ugol-ostanetsya-odnim-iz-osnovnykh-istochnikov?utm_source=globalnoe-poteplenie;04 06 2019 7:40:49;1;0;
Возможна ли скатерть-самобранка.  https://www.youtube.com/watch?v=ttWg8XSEaeM;03 06 2019 19:25:05;0;0;https://pp.userapi.com/c848528/v848528331/1a72b1/6RvaGCeRAE8.jpg
ОБМЕЛЕВШАЯ ВОЛГА.Очередная ЭКОЛОГИЧЕСКАЯ ПРОБЛЕМА!;03 06 2019 14:55:14;2;0;
"Здравствуйте! Кто-нибудь может помочь с парой задачек по Экологии? Мне они даются туго, и вряд ли пригодятся на профессии ""Туризм"". Нужно провести расчет требуемой степени очистки производственных стоков, и расчет рассеивания загрязняющих веществ в атмосфере от одиночных стационарных источников загрязнения. Не за спасибо, конечно.";03 06 2019 11:59:03;0;0;
Нужны волонтёры на экологический проект на Ладоге!  Друзья, экологи и все, кому небезразлично сохранение чистоты нашей планеты!    Мы ищем волонтёров на экологический проект «Чистая Вуокса» по уборке туристических стоянок на Карельском перешейке на берегу красивейшего Ладожского озера.    Глобальная цель проекта – формирование у людей культуры экологичного отдыха на природе и поддержание чистоты озер Ленинградской области.    Что будет нужно делать:  ходить и осматривать стоянки, ликвидировать ущерб от несознательных туристов, убирать мусор, проводить полноценную разъяснительную работу с туристами на тему правил поведения в дикой природе (соблюдения чистоты, пожарной безопасности и т.д.)    Волонтёрские смены пройдут в июле и августе, организаторы обеспечат волонтеров организованным удобным пространством для проживания на природе, а также будет организован трансфер из Питера до места лагеря.    Досуг тоже не подкачает – вас ждут музыкальные вечера у костра, спортивные игры, вечерние прогулки в шхеры…  Но самое главное вознаграждение – удовольствие от сохранённой чистоты леса и озера и хорошо проделанной работы в настоящей команде экологов-единомышленников.  Ждём вас!    Подать заявку в этот и другие проекты можно на нашем сайте http://helpandtravelrussia.com/?p=1689    Вступайте в нашу группу [club181532173|Help & Travel Russia] и получайте самыми первыми новости о лучших волонтёрских проектах России.;03 06 2019 11:01:10;2;0;https://pp.userapi.com/c845219/v845219896/2102b1/4anL65nBWSY.jpg
Власти хотят уничтожить очередной парк ради стройки олигархов https://youtu.be/Q2JuEB3e2Uk;03 06 2019 10:05:30;0;0;
В якутии почти уничтожили реку чульман https://youtu.be/G1TW5b-N44U;03 06 2019 9:59:08;0;0;
Здравствуйте! Подскажите, пожалуйста, прокуратура нам приписала, что мы должны отбирать у всех абонентов пробы хотя-бы 1 раз в год. Где то попадалось, что это правомерно только с теми, у кого более 200м3/сут.и теперь не могу найти... Не подскажите где это указано?;31 05 2019 12:53:52;0;0;
Помочь природе, не выходя из офиса: WWF России и компания «Делис Архив» договорились о сотрудничестве    С 1 января 2019 года владельцы бизнеса и сотрудники компаний могут превратить процедуру утилизации ненужных документов в помощь природе!    Вопрос о сохранении природы сегодня актуален как никогда. Крупные компании всего мира стараются привлечь внимание людей и организаций к данной проблеме. Но не каждый понимает, чем может помочь именно он. Архивная компания «Делис архив» совместно с WWF России запустили проект по сохранению уникальных камчатских ельников, где каждый желающий сможет проявить свою заботу об окружающей среде.    «Мы даём возможность любой организации выразить свою активную позицию в стремлении сохранить природу, отмечает генеральный директор архивной компании Денис Александрович Авдюшин. Я рад, что могу заботиться об окружающей среде в своей ежедневной работе. И ещё больше рад, что помогаю другим компаниям включиться в эту полезную для нас всех деятельность».    Принять участие в проекте очень просто достаточно оставить заявку на сайте https://www.archiv.ru/about/ecology/. После регистрации и заключения договора в офисах компаний-участников установят экологичные боксы, в которые необходимо собирать бумаги на утилизацию. По мере наполнения компания «Делис архив» будет забирать их, шредировать и отправлять на перерабатывающий завод. С каждого установленного контейнера для сбора документов и последующей их утилизации «Делис архив» будет отчислять 200 рублей в фонд WWF России.    «Мы очень рады, что проект сохранения уникальных камчатских ельников встретил поддержку со стороны «Делис архив». Объединив наши усилия, мы сможем добиться успеха и создать ботанический заказник регионального значения в Мильковском районе Камчатского края. Для бизнеса это еще одна возможность проявить свою корпоративную социальную ответственность и внести вклад в охрану окружающей среды. Мы надеемся, что благодаря этому проекту многие компании и их сотрудники смогут задуматься о важности сохранения нашей уникальной природы», – говорит директор по фандрайзингу WWF Ирина Воробьева.;30 05 2019 16:46:18;0;0;
Национальные проекты помогут жителям Башкортостана за 6 лет значительно улучшить качество жизни  https://mgazeta.com/category/vazhno/natsionalnye-proekty-pomogut-zhitelyam-bashkortostana-za-6-let-znachitelno-uluchshit-kachestvo-zhizn/;30 05 2019 8:59:56;0;0;https://pp.userapi.com/c849336/v849336404/1962c3/xW0wvraqXEU.jpg
https://vk.com/wall183349671_520;28 05 2019 17:13:35;0;0;https://pp.userapi.com/c854524/v854524733/51a42/0BmmXUx3qO4.jpg
Могут ли повториться пожары 2010 года? Специальный репортаж;23 05 2019 17:02:45;0;0;
Здравствуйте уважаемые эксперты!) Прошу Вас ещё раз помочь мне. Суть вопроса состоит в том, как подготовить алгоритм действий по оформлению разрешения на сброс сточных вод в водный объект ( пошаговый краткий план) в моем случае речь идёт о шахтных водах. Заранее спасибо. С уважением, ваш салага);23 05 2019 4:29:07;0;0;
"?Уважаемые участники группы! Если кто-то ещё не слышал про Шиес или никак не отреагировал, прочитайте это, поддержите репостом и подпишите петицию по ссылке ниже, если не поддерживаете этот беспредел (очень не хватает голосов)!!! Суть проблемы: ?Миллионы тонн московских отходов? собираются свозить на строящийся в экологически чистом районе Архангельской области всего в 90 км от Сыктывкара ""полигон смерти""!!! Туда еженедельно собираются привозить до 250 вагонов мусора, и, судя по всему, это будет крупнейшая свалка в России. Масштабы поражают! Вот цитата из СМИ: ""На сегодняшний день территория самого большого действующего мусорного полигона в России занимает 90 гектаров. Возводятся и более крупные — 1,4 и 1,8 тысячи гектара. Но полигон в Шиесе вообще другого уровня — его планируется разместить на территории в 3 тысяч гектаров!"" Ещё сильнее ситуацию усугубляет то, что для возведения объекта выбрали болотистое место на возвышенности. В дальнейшем все эти нечистоты будут отравлять все близлежащие территории, тем самым сегодняшние чистейшие природные места будут уничтожены московскими отходами. Не бойся ""запачкать"" свою стену серьезной темой, пусть как можно больше людей узнает и поможет хотя бы подписью петиции! Спасибо!   Инициатива № 11Ф47702 Уровень инициативы:  Федеральный Запретить строительство полигона отходов на ж/д станции Шиес  https://www.roi.ru/47702/  Ещё инициативы ЗА цивилизованное обращение с отходами:  https://www.roi.ru/50880/ https://www.roi.ru/50846/ https://www.roi.ru/40349/";22 05 2019 21:13:36;0;0;https://pp.userapi.com/c852124/v852124589/118b13/Hz_ukpASHEY.jpg
Нацпроект «Экология»: в Башкирии будет построено и модернизировано 29 объектов водоснабжения  https://mgazeta.com/news/natsproekt-ekologiya-v-bashkirii-budet-postroeno-i-modernizirovano-29-obektov-vodosnabzheniya/;22 05 2019 7:04:20;1;0;
Нужен лаборант. Необходим отбор проб отходов г. Сергиев Посад;21 05 2019 18:31:52;0;0;
Владимир Путин обсудил с министром природных ресурсов нацпроект «Экология»;21 05 2019 9:55:48;0;0;
ТУАПСЕ: ?????? ??18 мая (Суббота) в Туапсе Место — пляж мыса Кадош Расписание: начало в 10 часов, перерыв с 13 до 14 часов, продолжение уборки до 17 часов.  ??https://vk.com/wall-168461750_546  ??С 13 по 24 мая в Анапе, Геленджике, Туапсе, Адлере и Сочи пройдет экологическая акция по очистке пляжей.  Head & Shoulders призывает дать бой мусору, который загрязняет океаны, и запускает экочеллендж!  ??На уборки требуются волонтеры 18+, которые будут собирать и сортировать мусор для передачи на переработку. Всего пройдет 5 уборок — по одной в каждом городе.??  Смена работы волонтеров длится около 5 часов. За участие предусмотрена ОПЛАТА (?) . Предпочтение отдается волонтерам, имеющим опыт работы с раздельным сбором отходов. !?Записаться на акцию: ??срочно звоните координатору Даше +79880811662;17 05 2019 8:58:59;0;0;
17 мая в России пройдёт акция «На работу на велосипеде». Тысячи велосипедистов по всей стране поедут на работу на велосипеде, чтобы на своём примере показать, какой это быстрый и удобный вид транспорта.    В Москве мы традиционно расширим время проведения акции до двух недель, с 13 по 26 мая. Вы с нами? Начните готовиться прямо сейчас!    ?? Отправьте информацию об акции в HR отдел вашей компании и предложите присоединиться. Участие в акции «На работу на велосипеде» продемонстрирует, что компания заботится о здоровье сотрудников и активно участвует в жизни города, помогая ему стать более удобным — bike2work.ru/companies    ?? Пригласите любимое кафе или магазин предоставить бонусы велосипедистам – бесплатный кофе или скидку в дни акции. Просто скиньте им ссылку на эту страницу — bike2work.ru/partners    ?? 17 мая, в пятницу мы организуем традиционные «энергетические точки» с угощениями для участников акции. Сделайте свою «энерготочку» – устройте праздник для себя и всех велосипедистов в своём районе! Как и зачем это делать, рассказывает наше руководство — bike2work.ru/pitstop-diy    ?? Помогите сделать акцию масштабнее: распечатайте и повесьте у себя в подъезде или офисе афишу акции — bike2work.ru/promo    ?? Акция делается не чиновниками, не супергероями и не event-агентством. Мы такие же горожане, как и вы, и мы хотим сделать свой город более комфортным. Мы делаем акцию на волонтёрских началах в свободное от основной работы время. Присоединяйтесь, если готовы потратить пару часов на велосипедизацию любимого города! Мы ищем людей для коммуникации с партнёрами, развоза афиш, приветствия участников на «энергетических точках». Если хотите помогать, напишите Ане. Если готовы помогать в качестве фотографа, напишите Ире.    ?? Угощения участникам акции предоставят партнёры, но необходимо найти средства для поддержания работы сайта, печати промо-материалов и логистики. Поддержите акцию денежным переводом — bike2work.ru/donate    ?? Сделаем Москву велосипедной вместе!    #наработунавелосипеде;16 05 2019 20:29:52;0;0;
Ребята, с радостью сообщаем, что в России появился журнал об экологии в широком смысле и современной утилизации - в частности. Добавляйтесь в наш telegram, где будет куча полезной и интересной информации от главных экспертов страны и мира - Земной шаRRR Он будет распространяться по всей России, но главное - почитать его можно будет не только в печатном виде, но и в дополненной реальности!;16 05 2019 14:28:28;2;0;https://pp.userapi.com/c846321/v846321215/20f3b1/nh9Ag7bgkNc.jpg
Это, черт возьми, здорово!;16 05 2019 11:42:52;42;4;
Вступил в силу закон об обязательном внедрении системы учета выбросов вредных веществ  https://mgazeta.com/news/vstupil-v-silu-zakon-ob-obyazatelnom-vnedrenii-sistemy-ucheta-vybrosov-vrednykh-veshchestv/;14 05 2019 8:25:51;0;0;
"Каждый день ленты новостей приносят новые известия о тинейджере из Швеции – Грете Тунберг. Ей аплодирует европейский парламент в Страсбурге, ее выслушивает папа римский и генсек ООН, она посещает Давос и собирает стадионы под свои пламенные речи, где ее поклонники крутят велосипеды, чтобы не пользоваться «грязной» энергией.  Грета Тунберг: ""великое светило"" европейской цивилизации или кем-то хорошо пропиаренный проект?  https://forpost-sz.ru/a/2019-05-10/svyataya-greta-evropy-ili-kollektivnyj-ehkopsikhoz";13 05 2019 9:01:35;0;0;
??МОСКОВКСИЙ ПЕДАГОГИЧЕСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ?? реализует программу дополнительного образования: Геоэкологическая летняя школа «Жить в согласии с природой»  ?????? ??для учащихся школ в возрасте от 11 до 17 лет??  Что тебе даст эта школа?? ??ты узнаешь себя с другой стороны, обогатишь свой жизненный опыт и выяснишь на что способен именно ТЫ???? ??посмотришь на разнообразие природных условий, пройдёшь верховое болото, научишься работать с топографическими картами, ГИС-технологиями, познакомишься с наземным , подземным, водным биоразнообразием, побудешь в роли «юного натуралиста» ?? ??с тобой будут работать преподаватели МПГУ, доценты, кандидаты географических наук ??твоими вожатыми будут студенты старших курсов географического факультета МПГУ, которые будут сопутствовать тебе не только во вне учебной работе, но и поделятся своим опытом и знаниями  ??диплом о прохождении школы (выглядит лучше, чем аттестат за 11 класс ???? )  ??у тебя появится свой собственный научный проект?? ??дальнейшее участие и продвижение проектов в экологических и географических конференциях и даже в международных конференциях!  ??и конечно же познакомишься с единомышленниками, посидишь у костра, сыграешь в брейн-ринг, потанцуешь на дискотеке и много многое другое!   У тебя остались вопросы? Звони по телефону указанному на брошюре или +79197689863  Вступай в наше сообщество и следи за новостями: https://vk.com/geoecoschool ??????;12 05 2019 14:48:36;0;0;https://pp.userapi.com/c849128/v849128294/18c2cf/jEnrcDYKIUM.jpg https://pp.userapi.com/c856036/v856036294/3e7df/FEja7IzVYPk.jpg
"Уже прошла почти четверть ХХI-го века , а человечество никак не может сладить со своими отходами.  Позор! Москва должна сама ""сжирать "" или сжигать свой мусор , а не кормить этим своих соседей.  Я - за чистоту в Поморском крае, так же как и в других местах моей Родины!  Люди устали от беспредела ""слуг"". А полицейские так старались избавится от активистов, что чуть не убили одного из них угарным газом!   #Архангельск #Поморье #Шиес #мусор #Орлов #ПоморьенеПомойка #экология";11 05 2019 12:50:02;1;0;https://pp.userapi.com/c849132/v849132484/182329/21J8scDAZxQ.jpg
"Ищем разработчика проектов СЗЗ по МСК и МО. Компания: ООО ""ГК ""Руспромэксперт"" Рассмотрим как фриланс, так и официальное трудоустройство. Заявок и работы много. Ждем вас. Почта: ke@gk-rpe.ru Телефон: +7 (495) 133-02-35";08 05 2019 13:27:56;2;0;
Австралийская Компания ADGEX выводит на рынок станции комплексной водоочистки HYDROSOR, способный решить следующие задачи:    Очистка и обеззараживание сильнозагрязненных сточных вод от органических, естественных и техногенных загрязнений    Обеспечение высококачественной питьевой водой удаленных и труднодоступных мест постоянного и временного проживания людей, не оснащенных системами централизованного водоснабжения    Подготовка воды с заведомо заданным качеством для конкретного использования, например, для промышленного водоснабжения, полива с/х угодий и других целей.    Заинтересованным в приобретении данной станции обращаться по E-mail: tradingyug@gmail.com;08 05 2019 7:26:20;1;0;https://pp.userapi.com/c850232/v850232469/13e102/yfxuqq04X3o.jpg
Судьба инсайдера из нефтегазовой отрасли в Краснодарском крае;07 05 2019 10:51:23;0;0;
Экология или прогресс? По мнению экспертов ООН уже к 2030 году этот вопрос встанет ребром, и человечество будет вынуждено прямо ответить на него или погибнуть.  https://forpost-sz.ru/a/2019-05-03/kak-reshit-glavnuyu-dilemmu-khkhi-veka;06 05 2019 8:55:33;0;0;
Возможно ли найти баланс между необходимостью добывать полезные ископаемые и минимизировать воздействие на природу?    https://forpost-sz.ru/a/2019-05-03/kak-reshit-glavnuyu-dilemmu-khkhi-veka;03 05 2019 9:09:23;1;0;
Сделаем планету чище вместе и с выгодой для себя  https://invest.adgex.com/r/aktiv;03 05 2019 7:23:43;1;0;https://pp.userapi.com/c854028/v854028675/347ac/vKvOKcIpMas.jpg
Подземные воды, содержат большое количество микрочастиц пластика. Все, что мы выбрасываем без переработки, возвращается обратно к нам в воде, готовых продуктах питания, рыбе и мясе. Вы же не хотите, чтобы Ваши потомки страдали по нашей вине? Всех неравнодушных, приглашаю присоединиться к нашему движению! https://adgex.ru/r/aktiv;03 05 2019 7:03:39;1;0;https://pp.userapi.com/c847217/v847217845/1ed4eb/bHh7uqXpSJQ.jpg
В этом видео я расскажу почему нельзя сжигать сухую траву. Многие незнающие люди поджигают сухую траву по весне совершая при этом ужасный поступок, который влечет за собой губительные последствия.;02 05 2019 5:44:12;0;0;https://pp.userapi.com/c854320/v854320669/3448c/h0KWd8oNnyg.jpg
Слышали про китайскую систему социального кредита? Это когда всем людям ставят баллы за хороше поведение. Я не против такой системы по определенным причинам, которые я описываю в видео. У неё есть свои плюсы, минусы и риски для нас. Может быть, не стоит её бояться? Может, с её помощью много проблем в России решится?;30 04 2019 17:11:24;0;0;https://pp.userapi.com/c855528/v855528854/317ea/YoOWVwwt3l8.jpg
