sep=,
Text,Date,LikesCount,RepostCount,URLs
"С 25-летием WWF России поздравляет Станислав Золотой, директор Ненецкого заповедника!   #WWFRussia25 #ПоколениеWWF #заповедныеинтервью",02 07 2019 14:19:09,40,2,https://pp.userapi.com/c851220/v851220077/15ddf2/UqESzZ_WjP4.jpg
"В Бонне, Германия, завершилась двухнедельная сессия вспомогательных органов Рамочной конвенции ООН об изменении климата. Она была призвана, прежде всего, подготовить последние документы по правилам реализации Парижского соглашения, до начала действия которого осталось полгода.   Несмотря на все сложности, отношение к Парижскому соглашению рабочее и позитивное. У стран разные мнения по техническим аспектам действий, но они не подвергают сомнению антропогенный и опасный характер изменений климата последних десятилетий, не сомневаются в необходимости активных действий по снижению выбросов и адаптации, не отрицают, что наиболее слабым и уязвимым странам должна быть оказана массированная помощь.   ?? Парижское соглашение было заключено в конце 2015 года, в 2016 году оно было подписано большинством стран, включая Россию, а затем ратифицировано почти всеми из них (185 из 197 стран). Россия осталась единственной крупной страной, которая еще не прошла процесс ратификации. США решили выйти из соглашения, но по его положениям это может случиться только в ноябре 2020 года. Соглашение вступило в силу в 2016 году, но начало его действия 2020 год.",02 07 2019 13:10:00,32,2,
"?? Всемирному фонду дикой природы России — 25 лет!  Пройди наш тест и узнай, кем бы ты работал в WWF!    ?? http://profession.wwf.ru/    #WWFRussia25 #ПоколениеWWF",02 07 2019 9:20:00,79,6,https://sun3-4.userapi.com/c848632/v848632217/1d2b47/LnV7QdJ-jnw.jpg
"?? WWF России — 25 лет!    Целых 25 лет мы вместе с вами, нашими сторонниками, занимаемся сохранением природного богатства нашей родной страны.  ?? 3 июля мы проводим традиционный юбилейный «Бал на траве». И, как и всегда, мы приглашаем вас отметить эту скромную дату вместе с нами. Благодаря партнерам нашего Фонда, мы подготовили для вас большую программу с сюрпризами, живой музыкой и вкусными угощениями. Приходите на самое «зелёное» и «дикое» мероприятие этого лета.   На балу вас ждут:  ? Тёплая компания сторонников WWF России, защитников природы;  ? Выступления известных групп и музыкантов;  ? Невероятной красоты фильм «Our Planet» от Netflix, показывающий природу такой, какой вы её не видели;  ? Творческие и эко-полезные мастер-классы от наших друзей;  ? Беспроигрышная (да!) лотерея с ценными подарками от партнеров;  ? Ужин-фуршет и вкуснейший авторский торт;  ? Уютный красивый вечер, который навсегда останется в вашей памяти!    Праздник украсят выступления Дениса Клявера, групп Пицца, Siberian hills, коллектива I am the North и других исполнителей. Завершит вечер живое выступление большого друга WWF России Дианы Арбениной!    Чтобы стать нашим гостем, сделайте благотворительный взнос на один из проектов Фонда по этой ссылке:  https://wwf-rossii.timepad.ru/event/983508  Там же вы найдете подробную информацию о том, как получить билет, как добраться на Бал, и что взять с собой (спойлер: кроме хорошего настроения не нужно ничего).    Все собранные на вечере средства будут направлены на сохранение редких видов животных России!    Дата: 03.07.2019  Сбор гостей с 16:00  Окончание бала примерно в 22:00  Место: 4-я линия Хорошевского Серебряного Бора, пляж №3, левая сторона.  Дресс-код: непринужденный вечерний стиль    Для гостей Фонда от ст. метро «Полежаевская» будет курсировать автобус.    Приходите с друзьями и близкими! Поздравим нашу панду вместе!     #WWFRussia25 #ПоколениеWWF",02 07 2019 7:00:09,89,6,https://sun3-1.userapi.com/c850720/v850720900/15b4f5/2UjAOZdGgsY.jpg
"Ура! ??  На острове Колгуев наконец-то создан природный заказник регионального значения «Колгуевский», он предназначен для сохранения экосистем острова, биоразнообразия, редких видов птиц и млекопитающих – уникальных для Арктики.   Создание заказника – результат совместной работы ученых, представителей коренных малочисленных народов и экспертов Баренц-отделения WWF России. Очень долго шла огромная работа по обследованию острова, определению флоры и фауны, описанию его границ, получению согласований федеральных органов исполнительной власти. И наконец – успех!   ?? Для справки, остров Колгуев – место гнездования птиц, занесенных в Красную книгу России и Красную книгу Ненецкого автономного округа.  Теперь, с появлением заказника, на охраняемой части острова запрещено предоставлять земельные участки под застройку, строить здания и сооружения, добывать полезные ископаемые; также запрещена промысловая, спортивная и любительская охота, а также деятельность по сбору пуха и яиц птиц. Для коренного населения острова на территории заказника будет сохранена возможность видов деятельности, жизненно необходимых для их существования – оленеводство, охота, рыбная ловля, сбор дикоросов.  #wwfбаренц",02 07 2019 5:50:00,97,6,https://pp.userapi.com/c848632/v848632217/1d2b7f/Y6AO1wlhuSM.jpg
Наши коллеги из Амурского филиала WWF получили в подарок на 25-летие вот такой прекрасный торт от национального парка «Бикин»! ??  #wwfамур,02 07 2019 4:35:51,134,6,https://pp.userapi.com/c543103/v543103987/5618f/qzOA_ewsovg.jpg https://pp.userapi.com/c543103/v543103987/56198/YG6NedEwPlE.jpg
"WWF России 25 лет. Что было сделано за эти годы?  Рассказываем в первой части серии статей об истории WWF России: https://vk.cc/9ymphZ  Кстати, подписывайтесь на нас в Яндекс.Дзен, у нас там отличный автор ??  #WWFRussia25 #ПоколениеWWF",01 07 2019 17:09:23,32,3,
"[club68855217|Davines Russia] помогает защитить сайгаков от браконьеров.  С сегодняшнего дня 5% от каждого проданного продукта из линии Essential будут перечислены в WWF России на поддержку проекта по сохранению сайгаков. Товары, помогающие редким животным, можно приобрести в салонах-партнёрах Davines по всей России, а также на сайте компании.   Кроме того, Davines выпустит лимитированные бьюти-наборы с браслетами и кулоном с логотипом WWF + DAVINES, часть средств от продажи которых также будет направлена на поддержку природного наследия России.   Сайгакам нужна ваша помощь: на полученные с акции средства построят наблюдательные вышки и установят спутниковую станцию, а также купят остекленные фургоны — всё это необходимо для поддержания антибраконьерских бригад в заказнике «Степной».   Подробнее об акции: https://wwf.ru/resources/news/wwf-i-biznes/kompaniya-davines-pomozhet-spasti-saygakov/   #sustainablebeauty #даритеdavines #мирdavines #davinesrussia",01 07 2019 16:06:45,54,4,https://pp.userapi.com/c851328/v851328083/15bd73/DaaqSAI2548.jpg
"Жизнь нужно прожить так, чтобы с днём рождения тебя поздравил Владимир Познер ??  Сам день рождения мы отмечаем 3 июля в Серебряном Бору. Приглашаем и вас: https://wwf-rossii.timepad.ru/event/983508/  #WWFRussia25 #ПоколениеWWF",01 07 2019 15:10:18,74,7,https://pp.userapi.com/c852232/v852232052/15b83d/r-Nz4dDPkIw.jpg
"3 июля в Серебряном Бору мы проведем благотворительный «Бал на траве» в честь 25-летия WWF России.   На нашем празднике вас ждёт много всего, но сейчас мы хотим рассказать о музыкантах, которые поддержат бал своим выступлением.   ??Гостей вечера будет встречать струнное трио [club101393155|Stop Thinking]. Ребята исполнят популярные и зажигательные хиты.   Также с концертной программой выступят:  ?? [id3672456|Денис Клявер]. Денис неоднократно поддерживал наш Фонд, в том числе он принимал участие в кампании #СпастиТигра, призванной обратить внимание людей на проблему и вдохновить их на спасение редких видов животных.   ?? Широко известная российской публике [club12080041|Группа PIZZA]. Мелодичность, проникновенный вокал и интересные тексты – это все про «Пиццу».   ?? Группа [club49668215|Siberiahills], занимающая свое место на  отечественной рок-сцене. Заводной женский вокал вкупе с яркими текстами на английском языке вряд ли оставят слушателей равнодушными.   ?? Коллектив [club112336321|we are the north]. Сами музыканты описывают свою музыку как фолк. Это спокойная и искренняя музыка с очень нежным вокалом, которая мысленно переносит слушателя к норвежским фьордам и бесконечному синему небу. Вся их музыка пропитана любовью и трепетом к природе.   ?? Настоящий джаз в исполнении целого оркестра [club14348605|Tony's Big Band], который регулярно участвует в наших благотворительных акциях и всегда радует слушателей уникальным звуком.   ? Программу благотворительного вечера завершит амбассадор WWF России [club86583346|Диана Арбенина] ??  Послушайте небольшой плейлист, который мы подготовили для вас!  Ну и конечно ждем вас 3 июля в Серебряном Бору: https://wwf-rossii.timepad.ru/event/983508/  #WWFRussia25 #ПоколениеWWF #балнатраве",01 07 2019 14:13:37,59,6,https://pp.userapi.com/c851128/v851128981/1583c5/sx0SR7qkX0U.jpg
"25 лет назад 1 июля в Москве был основан WWF России.   Тогда нас было всего несколько человек, но шаг за шагом из небольшой группы экологов фонд превратился в мощную организацию. А благодаря нашим сторонникам за четверть века мы развернули активную деятельность на территории 47 регионов России:  https://wwf.ru/resources/news/iz-zhizni-fonda/chetvert-veka-sokhranyaem-prirodu-wwf-rossii-ispolnyaetsya-25-let/  #WWFRussia25 #ПоколениеWWF",01 07 2019 12:04:12,72,2,
"С 25-летием WWF России поздравляет Сергей Трепет, старший научный сотрудник Кавказского государственного природного биосферного заповедника имени Х.Г. Шапошникова.  #WWFRussia25 #ПоколениеWWF #заповедныеинтервью",01 07 2019 8:05:00,45,1,https://pp.userapi.com/c854424/v854424275/81d1d/XFslwOwxWKs.jpg
"Ровно 25 лет назад, 1 июля 1994 года, открылось российское представительство WWF.   За это время мы успели многое, но многое ещё предстоит сделать. Спасибо, что вы с нами!  #WWFRussia25 #ПоколениеWWF",01 07 2019 6:24:29,140,18,https://pp.userapi.com/c855732/v855732308/85b03/FfsFTTVy_MM.jpg
"Уже 25 лет главной целью WWF России остаётся сохранение биологического разнообразия. Мы сохраняем снежного барса, амурского тигра, белого медведя, дикого северного оленя, моржа, сайгака и другие редкие виды, а также возвращаем в дикую природу России переднеазиатского леопарда и зубра.    Это не просто красивые животные, это виды, от сохранения которых зависит выживание множества других растений, животных и целых экосистем. Сохранить или вернуть такой вид обратно в природу – сложный и трудоёмкий процесс; это работа, которую мы вместе с нашими партнёрами делаем каждый день.    https://25.wwf.ru/    #WWFRussia25 #ПоколениеWWF",30 06 2019 20:55:00,75,7,https://pp.userapi.com/c856020/v856020459/8173c/sEESo0z8uis.jpg
"В этом году Всемирному фонду дикой природы России исполняется 25 лет.  Пройди наш тест и узнай, кем бы ты работал в WWF!  ?? https://profession.wwf.ru/  #WWFRussia25 #ПоколениеWWF",30 06 2019 20:05:16,126,7,https://pp.userapi.com/c851132/v851132351/16214b/wtL4BoeeJ_M.jpg
"С 25-летием WWF России поздравляет Тимофей Мудрак, директор Норского заповедника!  #WWFRussia25 #ПоколениеWWF #заповедныеинтервью",30 06 2019 9:05:00,74,0,https://pp.userapi.com/c850616/v850616275/15f62e/pkwLJ1P916k.jpg
???? WWF стоит #НаСтражеЛеса в России уже 25 лет. За это время благодаря вашей поддержке мы достигли многого. Узнайте о результатах нашей работы по сохранению первозданных лесов России на forest.wwf.ru,30 06 2019 6:10:00,118,7,https://pp.userapi.com/c857520/v857520467/4d42/cgWtmk4-h6Y.jpg
"Озеро Таватуй Свердловская область    Автор фото: [id344919852|Николай Ларионов]   Делитесь вашими фотографиями с животными и природой, ставьте хэштег #wwfrussia — мы выберем лучшие и опубликуем их на наших страницах ??",29 06 2019 20:25:23,144,5,https://pp.userapi.com/c857520/v857520467/4d0c/D0At_WSVWUk.jpg
"Дальневосточный аист — редчайшая птица, занесенная в Красные книги России, Японии и Южной Кореи, а также в Красную книгу Международного союза охраны природы (МСОП). WWF всегда заботился об этом виде, потому что он считается индикатором «здоровья» экосистемы Амура. Аисты отвечают на заботу: с 1998 года количество размножающихся пар в российской части Амурского экорегиона выросло почти в 2 раза. Сейчас их 700!    Основная причина, ограничивающая рост популяции аиста в бассейне Амура, — это нехватка гнездопригодных деревьев. В первую очередь, деревья страдают от пожаров, происходящих по вине человека. В результате горят гнезда, и в огне часто гибнут птенцы.    ?? Эффективный метод защиты гнезд — противопожарная обработка деревьев и опор. Сейчас она проводится при поддержке WWF России. До ее введения в заказниках Амурской области пожары уничтожали 5–10 гнезд в год. А сейчас, благодаря должной обработке, гнезда больше не страдают от пожаров! Этот успешный опыт и методику важно распространять и в других регионах Амурского экорегиона.    ??Для сохранения дальневосточных аистов WWF России объявляет сбор средств на противопожарную обработку гнезд в Еврейской автономной области. Здесь находится более 180 гнезд этой птицы!    Давайте защитим аистов и их потомство от огня!  ?https://wwf.ru/help/projects/save-the-storks-from-fire/",29 06 2019 19:32:59,107,9,https://pp.userapi.com/c849036/v849036287/1c26e0/tufuoy7cC28.jpg
"С 25-летием WWF России поздравляет Инвер Шеуджен, руководитель Природного парка «Большой Тхач», Западный Кавказ.   #WWFRussia25 #ПоколениеWWF #заповедныеинтервью",29 06 2019 12:05:00,50,3,https://pp.userapi.com/c855420/v855420275/757ef/GGW9TXV9QdM.jpg
"Как говорится в докладе WWF «Живая планета», мы — первое поколение, которое четко понимает значимость природы и осознает всю тяжесть вреда, который наносится ей человечеством. Мы же можем оказаться последними, у кого еще есть возможность повернуть этот процесс вспять. Конец этого десятилетия может стать решающим моментом в истории.    https://25.wwf.ru/    #WWFRussia25 #ПоколениеWWF",29 06 2019 10:20:08,135,10,https://pp.userapi.com/c855332/v855332545/82b7c/xCvZcbw6MiE.jpg
Площадь в четыре Москвы! O?,28 06 2019 20:41:54,106,8,
"[club19098901|Торговая сеть «Карусель»] запускает благотворительную акцию совместно с Всемирным фондом дикой природы.   Совершая покупки во всех гипермаркетах «Карусель» с 24 июня по 27 октября, покупатели смогут получить наклейки, предоставляющие скидку на покупку уникальной мягкой игрушки в пиале. 5 рублей от продажи каждого набора «Карусель» направит на реализацию проекта WWF России «Создадим и сохраним Национальное лесное наследие России вместе», цель которого – создание природоохранной лесной зоны в северо-западной части России.",28 06 2019 19:05:00,73,6,
"С 25-летием WWF России поздравляет Светлана Сутырина, врио директора Сихотэ-Алинского заповедника!  #WWFRussia25 #ПоколениеWWF #заповедныеинтервью",28 06 2019 18:05:00,61,0,https://pp.userapi.com/c850136/v850136275/17f090/DD5ATzM2FHc.jpg
"#wwf_оленитаймыра    ?? Таймырская экспедиция: первые сводки    На прошлой неделе стартовала экспедиция «Хета-Хатанга-2019». Задача ученых ФГБУ «Заповедники Таймыра» на ближайший месяц — мониторинг таймырской популяции дикого северного оленя в период весенней миграции. Всемирный фонд дикой природы передал специалистам 15 ошейников с радиомаяками для мечения животных, обеспечил спутниковую связь и интернет-трафик.    Рассказывает начальник научного отдела ФГБУ «Заповедники Таймыра» Михаил Бондарь:    «Минула неделя наших работ, пройдена половина пути, обследованы западные миграционные потоки, пересекающие реку Хета.    Сроки весенней миграции «дикаря» в этом году вероятно будут сильно «размазаны». Некогда широкие миграционные потоки превратились в узкие коридоры, структура потока нарушена: одиночные взрослые самцы идут в стадах с телятами 1-2 лет, взрослые самки отдельно от всех. Сроки отела совпадают с прошлым годом - физиологию оленей не обманешь... Много самок плывет с новорожденными телятами, но пока мы не фиксировали массовой гибели детенышей, как в прошлом году. Вообще нынче много беременных самок прошло через Хету и Хатангу еще по льду, что сохранило жизнь многим будущим оленятам. В месте нашего базирования быки в этом году плывут все с неповрежденными молодыми рожками.    В целом на реке тихо, лодок и людей практически нет, а соответственно нет и фактора беспокойства плывущих оленей. В прошлом году мы общались с людьми в поселках по реке Хета, и везде находили понимание. Надеемся, что и теперь местные жители осознают, что любая хозяйственная деятельность человека в местах переправ во время весенней миграции значительно увеличивает смертность телят первых двух годов жизни, и особенно новорожденных.    23.06.2019, 01 ч. 36 мин. Олени перестали плыть уж как с полчаса. В руках приятная усталость от удачно проведенного трудового дня, в веках тяжесть дневных наблюдений. За минувший день пометили двух самок спутниковыми радиомаяками (всего пока 3), зафиксировали на миграции многих оленей. Сознание плывет от мысли об отдыхе и еще раз удивляешься, какую выносливость имеют дикие олени, какие лишения и препятствия приходится преодолевать этим млекопитающим, какие неимоверные усилия приходится им прилагать, чтобы сохранить свой род в этих суровых условиях существования.    К утру поднимется над горизонтом Солнце, олени устремятся в тундру, будут рождаться телята, закипит наша работа, а значит будет жизнь великой популяции...»",28 06 2019 16:50:00,159,7,https://pp.userapi.com/c849328/v849328055/1d1281/2O8okyT6V5I.jpg
