Text;Date;LikesCount;RepostCount;URLs
5 способов отпраздновать День Земли  Когда: 20 марта 2019 года Гле: планета Земля  «День Земли» — возможность просветить мир о продолжающемся экологическом кризисе, который мы сможем преодолеть только совместными усилиями. Мировая общественность и экологи посвящают этому празднику от месяца до двух: как правило, от начала марта до двадцатых чисел апреля.  Несколько идей для проведения «Дня Земли»-2019:  1. День без машины Как насчет того, чтобы оставить машину дома и пойти пешком или поехать на общественном транспорте? Насладитесь прогулкой вместе с детьми или коллегами, пообщайтесь и проведите с ними больше времени. Кто знает, может, вам это понравится и станет для вас обычным делом!  2. Тренировка на свежем воздухе/в темноте Составьте свой план тренировки на природе: задействуйте спортивные площадки во дворах домов, пробегитесь по парку, подышите свежим воздухом. А если вы практикуете занятия йогой, то проведите медитацию в темноте или при свечах, это станет отличным завершением вечера.  3. Инвестиции в многоразовую кофейную чашку По цене пары латте вы можете купить себе многоразовую чашку, чтобы не плодить одноразовый мусор. «День Земли» — идеальное «оправдание» для формирования новой привычки, которая «сэкономит» 5 одноразовых чашек и крышек в течение рабочей недели, а это около 300 за год!  4. Отключите свет и приборы Отправьтесь на прогулку и полюбуйтесь звездным небом. Оставьте все гаджеты и выключите компьютер. Не бойтесь! Всего на день. Побудьте с природой, насладитесь общением с близкими. Мы живём в эпоху информационного шума: отрешитесь от него хотя бы на день. Уверены, вам понравится.  5. День без мяса Некоторые из нас любят мясо, некоторые его ненавидят. А кто-то просто не задумывается о том, что у него на тарелке. Почему бы не сделать осознанный выбор, сказать мясу «нет» и попробовать в этот день аппетитные вегетарианские блюда? Чрезмерный спрос на мясо создает нагрузку на природные ресурсы: чем больше его потребление, ??тем больше страдает наша планета. Поиск в сети даст вам массу простых и вкусных вегетарианских рецептов, почему бы не попробовать?  А как вы отмечаеет «День Земли»? Поделитесь своими идеями!   #МусораБольшеНет #ДеньЗемли #экология #акция;16 03 2019 11:36:00;45;15;https://pp.userapi.com/c855528/v855528081/3a39/_y0-C8Uxyiw.jpg
Появилась нтерактивная карта загрязнения воздуха России  С помощью интерактивной карты «SOS! Воздух», разработанной Гринпис России, каждый может отправлять жалобы на загрязнение воздуха, которые экологи передадут в Роспотребнадзор.  Карта: maps.greenpeace.org/airpollution  Интерактивная карта «SOS! Воздух» содержит информацию о дорогах и объектах, с которыми связан риск загрязнения воздуха, данные о постах мониторинга и точках, из которых приходит наибольшее количество жалоб.  На карте несколько слоев: стационарные источники загрязнения воздуха (заводы, свалки, мусоросжигательные заводы, ТЭЦ и другие объекты), слой об автодорогах и слой с постами мониторинга загрязнения воздуха. Экологи сообщают, что в дальнейшем на карте могут появиться независимые системы мониторинга, которые создаются в Челябинске, Красноярске, Москве и ряде других городов.   #МусораБольшеНет #Гринпис #воздух #загрязнениевоздуха #Роспотребнадзор #экология;14 03 2019 12:38:00;14;3;
В век высоких технологий, когда одна версия нашего гаджета сменяется более новой буквально за пару месяцев, а реклама так и пестрит новыми гаджетами, мы, сами того не замечая, становимся заложниками трендов.  Частая смена гаджетов делает проблему электронного мусора всё более заметной.  Только в 2016 г. по данным Statista, в мире было произведено 44,7 млн. тонн электронного мусора (E-waste), что равняется 4500 Эйфелевым башням! Переработана из них была только 1/5 часть.  Как вы думаете, кто же является самым активным генератором E-waste?  На днях та же Statista подсчитала, сколько электронного мусора приходится на душу населения в разных странах. Оказалось, что лидеры в этом вопросе - норвежцы.  На каждого норвежца в год в среднем приходится 28,5 кг электронного мусора - вчетверо больше, чем на среднестатистического россиянина (9,7 кг). Справедливости ради, в ответственной и сознательной Норвегии перерабатывается и используется повторно 85% техники, а в России - всего 5%.  Вот несколько интересных цифр: # Только 41 страна в мире собирает официальную статистику по e-waste (всего в мире 195 стран). # Ежегодно в мире производится 1 млрд мобильных телефонов и 300 млн компьютеров. # Для производства одного компьютера с монитором необходимо 1,5 т воды, 22 кг химикатов, 240 кг природного топлива.  Источники данных: The Global E-waste Monitor 2017 The Balance Small Business Statista (1 и 2).;12 03 2019 15:18:00;19;3;
Пластик и здоровье: реальная цена пластиковой зависимости  Центр международного экологического права опубликовал доклад, где рассмотрел, как пластик влияет на организм человека и окружающую среду. Показываются последствия на всем жизненном цикла пластика: от добычи и производства до использования и хранения на свалках.  Ключевые выводы доклада:   * Пластик представляет риск для здоровья на каждом этапе своего жизненного цикла: опасные химические соединения образуются в процессе добычи и производства, во время использования к пластику добавляют новые токсины, а когда пластик становится мусором, он загрязняет окружающую среду и еду.   * Установлена связь между производством пластика и заболеваниями нервной системы, раком, особенно лейкемией, снижением репродуктивной функции и генетическими мутациями.    * При использовании пластиковых изделий люди глотают и (или) вдыхают большое количество частиц микропластика и сотни токсичных веществ, которые могут вызывать онкологические заболевания, задержки развития и эндокринные нарушения.   * Из-за неопределённости и недостатка информации тяжело дать полную оценку рискам для здоровья человека на всех этапах жизненного цикла пластика. Это также ограничивает возможности потребителей и законодателей принимать взвешенные решения.  Что делать уже сейчас? * Заменяйте одноразовые вещи на многоразовые или пересмотрите часть своих привычек. * Покупайте качественные вещи, которые будут служить долго, а потом их можно сдать на переработку. * Ненужные, но хорошие вещи отдавайте или продавайте другим. Подробнее на нашем [club170783540|онлайн-курсе «PROкачай ЭКОлайф»].   Полная версия на алглийском: www.ciel.org/plasticandhealth. Основные выводы доклада на русском в прикрепленном файле.  #МусораБольшеНет #Гринпис #Пластик #НольОтходов #PROкачайЭКОлайф;10 03 2019 11:48:00;65;33;https://pp.userapi.com/c846219/v846219542/1bba11/bqWAuGJAXYs.jpg
Как организовать фримаркет?  Наверняка вы уже слышали о фримаркетах, своп-вечеринках, дресс-кроссинге. Это бесплатный обмен ненужными вещами, который проходит в приятной атмосфере и с общением единомышленников.  Хотите сделать такое?  «ЭКА» подготовила инструкцию, как найти команду и подготовить площадку, как поределиться с форматом и собрать участников, как организовать настоящий праздник и остаться довольным.   Скачайте тут: ecowiki.ru/freemarket-diy  #МусораБольшеНет #ЭКА #фримаркет #обменвещами #дресскроссинг;08 03 2019 11:40:00;13;2;https://pp.userapi.com/c851024/v851024161/cb359/9BGy4c42zwk.jpg
??Представители FMCG vs. Экология  Компании, занятые в производстве и продаже еды и напитков оказывают значительное влияние на окружающую среду, и, зачастую, далеко не позитивное. Производство ряда продуктов наносит огромный урон планете, а упаковки из-под них увеличивают загрязнение окружающей среды.   Однако есть марки, которые хотят изменить это. Западные компании, представляющие сектор FMCG активно стремятся дать пищевому мусору вторую жизнь, создать интересную для потребителей «историю» товаров и привлечь экологически сознательных покупателей.  Список пять примеров подобных крупных компаний, которые продвигают идею ответственного отношения к природе:  1. Uniliver — лидер рынка пищевых продуктов, в своей линейке соусов Sir Kengsington's придумала производить майонез без яиц, заменив их аквафабой — вязким отваром из нута и других бобовых. А еще делают чипсы и протеиновые напитки из очистков и отбросов (!).  2. Крупнейшая в мире сеть складов самообслуживания Costco придумала заботиться об окружающей среде за счет увеличения срока хранения продуктов. Пока речь идет только об апельсинах и авокадо — на них наносят безвкусное покрытие растительного происхождения, благодаря которому фрукты лежат вдвое дольше.  3. Торговая компания Walmart не так давно объявила о планах к 2025 г. прекратить вывозить испорченные продукты на свалки в США, Канаде, Японии и Великобритании. Годные продукты отдадут бедным, а то, что не съедят люди, — переработают на корм скоту. В 2016 г. Walmart таким образом избавилась от 755 млн фунтов еды (342 млн кг).  4. По тому же пути пошла компания Campbell Soup, крупнейший в мире производитель консервированных супов. Она привлекла стартап Spoiler Alert, который занимается менеджментом безотходных продаж, и выдала ему на эксперименты $2,6 млн.  5. В Швеции стартап Karma помогает справляться с пищевыми отходами крупнейшим ритейлерам (Ruta Baga и Marcus Samuelsson’s Kitchen&Table) и отельерам (Radisson и Scandic Hotels). В 2018 г. он привлек $12 млн.  А какие известные вам компании-представители российского рынка продуктов заботятся об окружающей среде?Какими способами?;06 03 2019 13:48:00;17;5;https://pp.userapi.com/c849520/v849520689/145ded/xm00RDkva3o.jpg
Мало кто знает, что уже сейчас в России есть инструмент, грамотное использование которого может вызвать бурный рост отрасли переработки отходов в России.  Интересно? Тогда смотрите:) https://youtu.be/jrMFfYAZcLI;04 03 2019 17:20:53;38;10;https://pp.userapi.com/c847122/v847122666/1bcf9b/-R7DlMg1xVs.jpg
Друзья!  Приближается праздник весны и женщин, 8 Марта, когда принято уделять внимание своим половинкам, мамам, дочерям, коллегам по работе.  Мы же вам хотим напомнить в очередной раз, что срезанные цветы не лучший вариант. Простоят они в вазах 1-4 дня, а «шлейф» за ними тянется куда больший.  Для выращивания цветов используется много воды и химикатов, далее все перевозят на самолетах и машинах, тратится энергия на холодильники и магазины, где все это упаковывается в разовый пластик. В общем такая сомнительная красота.  Чем заменить цветы? * заварной чай, сухофрукты, фрукты, полезные сладости, * сертификаты/билеты в кино, выставку, шоу, театр, * сертификаты на деревья: podari-derevo.ru или posadiles.ru, * экотовары: фруктовки, многоразовые бахилы, многоразовая кружка/бутылка, щетка из бамбука, натуральная косметика...  #МусораБольшеНет #НольОтходов #8Марта #РазумныйПодарок #Экология;04 03 2019 13:00:31;45;8;https://pp.userapi.com/c851532/v851532166/cd418/F6E1j4WqBvs.jpg
Есть в Астрахани такие [club163005414|рыбаки], которые не только отдыхать на природе любят, но и чистоту наводить. Называют они себя в ютубе «Простые парни», а для нас они крутые мужчины! Давайте все так будем: пришел, увидел, что грязно, — убери! Будь человеком!  Канал: www.youtube.com/channel/UCM1eq0mPvYkvwx2xFPQbZ9g  #МусораБольшеНет #ПростыеПарни #Астрахань #;02 03 2019 11:40:00;20;1;https://pp.userapi.com/c845220/v845220789/1b9081/-47AsFczPqA.jpg
30 лайфхаков для экологичной жизни  Когда: 2 марта 16:30 Где: Москва, кофейня Cosmic Lattе, Большая Дорогомиловская, 14.  Вместе с Еленой и Ольгой Мироненко из экопроекта [club92220746|«Тайга»] участники обсудят, как быстро и легко сделать свою жизнь немного экологичной.;01 03 2019 10:11:45;7;0;https://pp.userapi.com/c845123/v845123794/1b65ac/W3BRKJFzF2Y.jpg
Друзья!  Мы уже писали, в чем вред шаров и почему не хотим, чтобы в России на массовых мероприятиях их использовали: vk.com/musora_bolshe_net?w=wall-15453_13390.  Поводом послужило использование воздушных шаров на День снятия блокады в Петербурге: vk.com/spb_mbn?w=wall-28998377_13500 и vk.com/spb_mbn?w=wall-28998377_13555.  Мы решили не останавливаться и разослали в федеральные министерства и депутатам информацию, активисты из более 20 регионов откликнулись и сделали подобные обращения в региональные ведомства. Готовим к выпуску петицию на РОИ, чтобы каждый из вас смог поддержать инициативу (сейчас на модерации).  На днях получили позитивный ответ от [club49388164|«Росмолодежи»]: «Информация... принята к сведению Росмолодежью, а также подведомственными ею учреждениями.. Росмолодежь сообщает, что при планировании и реализации мероприятий, направленных на государственную молодежную политику, будет учитывать предложения, поступившие в вашем обращении».  Очень на это надеемся!  #МусораБольшеНет #НетШарам #Экология #Экопросвещение #ВоздушныеШары #несмешарики #Росмолодежь;25 02 2019 16:12:56;51;10;https://pp.userapi.com/c851136/v851136703/c5dcc/D0iygQ6IX7Y.jpg https://pp.userapi.com/c851136/v851136703/c5dd4/L0NzyxIEppk.jpg
[club178587978|Эколого-благотворительная акция «Зеленый бизнес»] Петербург  Акция по сбору макулатуры и пластиковых крышечек у предприятий Петербурга: офисы, заводы, ТЦ, магазины. Цель акции — привлечь внимание к сбережению ресурсов, городскому озеленению и социальной поддержке нуждающихся.  Вырученные средства от сдачи макулатуры пойдут на озеленение [club353460|интерната для слепых и слабовидящих детей имени Грота]. Крышечки отправятся в проект [club141454647|«Крышечки ДоброТЫ»] на помощь подопечным [club24913841|БФ «Солнце»].  Сбор заявок: 25 февраля-10 марта и 18-30 марта, вывоз: 11-17 марта, 1-7 апреля. Заполняйте форму: clck.ru/FCxLr.  Организаторы акции: [club28998377|МОО «Мусора.Больше.Нет» Спб и ЛО], [club146231986|движение «Круг жизни Северо-Запад»] и ИП Рамазанов.  Механика акции: компании самостоятельно собирают макулатуру и крышечки, оставляют заявки, организаторы составляют маршрут и сообщают о дате вывоза. В указанный день за вторсырьем приезжает машина.  Что принимается: черновики, шредированная бумага, тетради, журналы, газеты, книги, коробки. Одна сдача от 50 кг, при весе от 500 кг организаторы готовы приехать дополнительно. Пластиковые крышечки принимаются с маркировкой 2, HDPE, PE, PEHD.  Компании-участники получат от организаторов электронную благодарность и брошюру с экосоветами на каждый день. Кроме того, в группе акции будут размещаться репосты постов от компаний, с фото сбора/сдачи и тегом #ЗеленыйБизнесСпб.  #ЗеленыйБизнесСпб #сдаеммакулатуру #МусораБольшеНет #КругЖизни #КрышечкиДоброТЫ;25 02 2019 15:45:00;10;1;https://pp.userapi.com/c845018/v845018660/1b0897/0taDbGw2qD8.jpg
Награда за «Сделаем!»  В ферале в Москве прошел Всемирный Благотворительный Форум WCF, где наградили активистов Всемирного дня чистоты [club34299886|«Сделаем!2019» в России], в организации которого активное участие принимала МОО «Мусора.Больше.Нет».  Деятельность форума направлена на реализацию фундаментального принципа «Благотворительность без границ». Основатель и президент Татьяна Попова видит миссию Форума такой в объединении стран ради лучшего мира.   Международная организация Let’s Do It Foundation (инициатор акции «Сделаем!» по всему миру) стала лауреатом премии «Наша Планета». Премию ребятам из Москвы вручал Министр Посольства Японии в России Ямамото Тосио-сан. В деловой части Форума выступила [id34627763|Юлия Бурдо] – координатор Всемирного дня чистоты [club36894120|«Сделаем!2018» в Москве и области].  [id58772624|Алла Фаттахова], организатор уборок в Москве: «Это потрясающее чувство – получать награду за успех и объединение миллионов людей, которые участвуют в уборке планеты, дома, в котором мы живем».   Всемирный день чистоты «Сделаем!» в России — это гражданский проект, цель которого — объединить общество, власть, СМИ и бизнес в одну команду для очистки страны от мусора и сохранения устойчивой чистоты! www.worldcleanupday.org  Что сделала Россия? 228 тысяч россиян вышли на акции во Всемирный день чистоты 15 сентября 2018 года. Это 300 городов из 67 регионов. Волонтеры организовали 5,6 тыс. уборок, собрав 19,2 тыс. куб. м смешанных отходов и 986 куб. м. вторсырья.  #МусораБольшеНет #СделаемРоссия #Сделаем2018 #экология;23 02 2019 12:43:00;15;3;https://pp.userapi.com/c848620/v848620969/137667/DXIEGJKzFZk.jpg https://pp.userapi.com/c848620/v848620969/137671/TeJfc1jpZrU.jpg
Представьте себе целый торговый центр, где все вещи получают вторую жизнь! Такое стало возможно в Стокгольме благодаря Анне Бергстрём и ее проекту ReTuna. В здании 14 специализированных магазинов, в которых продается почти всё — от одежды до инструментов для ремонта. И все б/у. Чем Анна смогла привлечь в свое пространство модников и шведские семьи?  А еще в статье комментарии по ситуации в России, высказались координатор проектов [club28998377|«Мусора.Больше.Нет», СПб и ЛО] [id44059608|Карина Ивченко], экоблогер [id535052|Яна Потрекий], главный редактор блога и Телеграм-канала «ЭкоВолк» [id133883049|Юстиния Хохлова] и другие.  Читайте:  www.bbc.com/russian/features-47004826?fbclid=IwAR0bn8Fm0DxjFjSnpR1U_SuKBkK1jDAiMhsfXmBYLnLDEXmuo-R-WthF3e8;21 02 2019 14:25:00;31;6;https://pp.userapi.com/c846418/v846418654/1a3ee5/L4Y_J_6sOBY.jpg
В московских магазинах «М.Видео» стоят специальные боксы для утилизации, чтобы дальше батарейки попали на переработку.   Список магазинов с ящиками для батареек можно посмотреть по ссылке: https://vk.cc/940WbQ;19 02 2019 13:31:53;13;3;
Интересный экоэксперимент провела Екатерина Загвоздкина из журнала [club93429434|«Такие дела»]  Москвичка решила начать сортировать отходы и отказаться от части одноразовых вещей. Найти место, куда можно сдать сырье на переработку, оказалось непросто, иногда было проще от чего-то в принципе отказаться. В какой-то момент ты становишься участником приключения «Найди контейнер» и исследуешь мир вокруг. А еще Катя интересно описывает свою «борьбу» против системы: отказа от бесплатного пакета в магазине и пластиковых стаканов в ларьках с кофе на вынос.   О процессе погружения в экореальность и выводах читайте тут: takiedela.ru/2019/02/nedelya-yekologicheskoy-osoznannosti/  #МусораБольшеНет #РаздельныйСбор #Перерработка #3RE #такиедела #экология;16 02 2019 10:54:00;16;2;
Как экологично поздравить с Днем Св. Валентина?  Хотите подарить половинке оригинальный, полезный, доступный и запоминающийся подарок?  Если вы любите не только свою половину, но и природу, у нас есть для вас отличная альтернатива букетам: дарите друг другу деревья вместе с Posadiles.ru — как символ прочности ваших чувств! Это подарок, который останется и будет приносить радость детям, внукам, правнукам, праправнукам. Это то, что останется жить и процветать много десятков лет!  Что может быть лучше, чем лес признаний, роща чувств и тайга любви? Уже в марте деревья посадят и начнут расти. Любите друг друга и берегите природу!;13 02 2019 11:09:07;32;14;https://pp.userapi.com/c846320/v846320439/19e6ad/e86PHypew8I.jpg
ЭкоНетворкинг №2 в Санкт-Петербурге!  Экобизнес+Экоэксперты+ дегустации+ детская зона Собираем экосообщество!;12 02 2019 10:57:38;7;1;
Экомаркировка: что это?  Вебинар от [club32415468|«Экологического союза»] 12 февраля, 15:00-16:00 по мск  Вы узнаете, как все устроено у экомаркировок первого типа, за что их так уважают и признают во всем мире, как им удается быть ключевым инструментом продвижения экологически безопасных товаров среди потребителей и другое.  Вебинар организован Global Ecolabelling Network и международной платформой The One Planet network при инфоподдержке CSR Central Asia.  Эксперт: Юлия Грачева, к.б.н., директор Экологического союза, член совета директоров Всемирной ассоциации экомаркировки (GEN), руководитель органа по сертификации системы «Листок жизни»  Формат: совместная конференция в Skype. Участие бесплатное. Ссылка для участия: meet.lync.com/consint.org/nmearns/ZG38QBRD  Напомним, что у «Экологического союза» есть мобильное приложение Ecolabel Guide для распознования маркировок на упаковках товаров. Доступно в App Store и Google Play.  #МусораБольшеНет #ЭкологическийСоюз #Экомаркировка #маркировкатовара #ЛистокЖизни;11 02 2019 15:15:00;9;1;https://pp.userapi.com/c846021/v846021218/19cc09/i0Tqadfsv5U.jpg
На первом этапе переработки в цеху бракованный и испортившийся хлеб вынимается из упаковки и сортируется, с него удаляются загрязнения и плесень. Затем пригодное сырье поступает в накопительный бункер, дробится и отправляется на ферментацию (брожение) с солодом. После этого продукт сушат. На заключительном этапе качество БВД проверяется в лаборатории.  www.business.ru/news/6729-kemerovo;09 02 2019 9:08:00;13;0;
Пластик появился чуть меньше сотни лет назад, но за это время мы произвели его объемом 8,3 млрд тонн. Из этого 6,3 млрд тонн выбросили на свалки, а это куб со сторонами 1,9 км, если все сложить в кучу.   Пластик бывает вредным и опасным для людей, животных и окружающей среды, но запретить его полностью невозможно. Мы очень привыкли к нему в быту и промышленности, не всегда можем найти альтернативы.  Смотриет яркое и емкое видео, какие последствия от его использования мы получили? Что делать с проблемой пластикового загрязнения?  #МусораБольшеНет #пластик #переработка #принцип3RE #экопросвещение;08 02 2019 8:08:00;44;21;https://pp.userapi.com/c847122/v847122702/19831b/3cNfv05DfEk.jpg
Друзья!  Замечательный дизайнер-иллюстратор [id4126607|Lino Bobo] подготовила комикс на тему воздушных шаров: детское развлечения несет за собой недетские последствия. Просим вас выбирать более безопасные для окружающей среды альтернативы праздника и думать о том, что вы оставите после себя.  В чем вред шаров?  1. После падения на землю или в воду оболочки шаров выделяют токсичные вещества. 2. Рыбы и млекопитающие часто принимают шары за пищу и заглатывают, что становится для них смертельным. 3. В веревках от шаров легко могут запутаться птицы, что тоже для них смертельно. 4. Шары разлагаются более пяти лет (а фольгированные деятки лет), загрязняя среду на долгое время, ведь шары после запуска никто не собирает. Они могут улететь в леса, парки, на природные территории, запутаться в проводах, попасть в канализационные системы. 5. Шары могут стать причиной аварий. В Якутске в 2018 году шарик с лентой закоротил высоковольтные провода и оставил город без света. 6. Особую опасность представляют светошары, а точнее, находящиеся в них батарейки. Улетевший шар становится отходом 2-го класса опасности (согласно ФККО). Батарейки при разложении в природных условиях выделяют в почву и воду соли, кислоты, щелочи, тяжелые металлы, которые могут принести вред жителям региона, загрязнить водные объекты, попасть в пищевую цепочку.  Чем заменить на мероприятиях?  * Флешмоб: составить слово, фигуру, станцевать, спеть. * Шоу мыльных пузырей. * Запуск многоразовых бумажных змеев с последующим возвращением хозяевам. * Полезные добрые дела — посадка деревьев и цветов, очистка и приведение в порядок территорий, благовторительные акции.  #МусораБольшеНет #НетШарам #Экология #Экопросвещение #ВоздушныеШары #несмешарики;06 02 2019 15:15:00;100;21;https://pp.userapi.com/c846323/v846323702/191fa7/aiWG5ey3veI.jpg https://pp.userapi.com/c846323/v846323702/191faf/F1yWy6Fs7SU.jpg https://pp.userapi.com/c846323/v846323702/191fb7/rzQwMTdtg0k.jpg https://pp.userapi.com/c846323/v846323702/191fbf/dlHn8CoYe1A.jpg https://pp.userapi.com/c846323/v846323702/191fc7/G9M0FZDDLLQ.jpg https://pp.userapi.com/c846323/v846323702/191fcf/OJ19IxQd-PU.jpg https://pp.userapi.com/c846323/v846323702/191fd7/DKzFsmJWqcQ.jpg https://pp.userapi.com/c846323/v846323702/191fdf/PrREcmTblus.jpg https://pp.userapi.com/c846323/v846323702/191fe7/IH6B14MnlWI.jpg
"""Мусора.Больше.Нет,Барнаул"" собрали 1970 елок в рамках акции ""Елки, палки, пять бизонов""";02 02 2019 11:29:49;22;0;
Вы давно занимаетесь охраной природы, но в последнее время кажется, что вы не продвигаетесь к цели?   Или, наоборот, вы только собираетесь реализовать свой первый экопроект и хотите все продумать, чтобы не действовать вслепую?   Тогда у нас для вас хорошая новость: Гринпис запускает набор для участия в вебинарах по построению стратегии природоохранной кампании (проекта)  goo.gl/noEzeX   На первом -10 февраля - участники разберут теорию построения стратегии и начнут составлять ее вместе с ведущей Ниной Лесихиной, имеющей 15-летний опыт работы в российских и международных природоохранных проектах. Домашнее задание - доработать свою стратегию.   На втором вебинаре - 24 февраля - Нина расскажет о типичных ошибках, участники получат обратную связь на разработанные ими стратегии, а также ответы на свои вопросы. Хотите участвовать? Подайте заявку до 3 февраля включительно: goo.gl/noEzeX.  А ещё расскажите об этом друзьям! Кто знает: может быть именно благодаря вам в России скоро «выстрелит» новый успешный экопроект?;28 01 2019 14:26:48;13;1;
31 января, с 19:00 до 23:00, во Французском Институте в Москве пройдет вечер (Ночь идей), посвященный образу жизни, ведущему к уменьшению производства бытовых отходов. По этому случаю в столицу пригласили известную во Франции семью «Семья (почти) ноль отходов», которая поделится своим опытом. Встреча будет с переводом на русский язык. Российских участников так же приглашают принять участие в круглом столе, который последует за лекцией.   https://www.institutfrancais.ru/ru/moskva/noch-idey-vo-francuzskom-institute-v-rossii-nol-othodov;28 01 2019 8:32:55;9;3;
Друзья!  Приглашаем вас на южный экологический форум [club165527205|«АRЕАЛ»].  Место и дата: Краснодар, 30-31 марта  Площадка для конструктивного общения и обмена экологическими практиками, обсуждение идей, мотивация, знакомства. Организаторы, в числе которых координаторы «Сделаем!2018» в Краснодарском крае [id1863396|Дмитрий Селин] и [id8752096|Анастасия Зеленкова], обещают лучших спикеров, успешные примеры, представителей власти и бизнеса и много другого.  Среди спикеров основатель экодвижения [club15453|«Мусора.Больше.Нет»] [id178689|Денис Старк], основатель платформы для экологистов [club54509588|«Зелёный Драйвер»] [id20473997|Роман Саблин], координатор волонтеров экодвижения [club31712887|«РазДельный Сбор»] [id1547811|Софья Климова], основатель экоквестов [club79010199|«Чистые Игры»] [id466012|Дмитрий Иоффе] и координатор Всемирного дня чистоты [club34299886|«Сделаем!2018» в России] [id44059608|Карина Ивченко].   На форум приглашаются экоактивисты, эколидеры, представители общественных организаций, инициативных групп, городских сообществ, волонтеров, экспертов, работников органов местного самоуправления и бизнесменов.  Участие бесплатное! Регистрируйтесь: vk.com/ecoareal?w=app5708398_-165527205  #южныйэкологическийфорумАреал;27 01 2019 11:39:00;23;6;https://pp.userapi.com/c845019/v845019165/187d8f/gVjTlcE7ycg.jpg
Бесплатный онлайн-курс [club170783540|«PROкачай ЭКОлайф»] 1 февраля-1 апреля Регистрируйтесь: stepik.org/course/24385.  Это онлайн-курс для взрослых по экологизации повседневной жизни и формированию экопривычек. Темы: экопроблемы, природные ресурсы, вторая жизнь вещей, экобыт, озеленение, переработка, волонтерство. Форматы: теория, видео, тесты, практические задания.  Отзывы участников первого запуска (октябрь-ноябрь 2018): stepik.org/course/24385/reviews  Ответим на вопросы: Какие экопроблемы нас окружают и как их решать? Какой след каждый из нас оставляет на планете? Зачем и как дарить вторую жизнь вещам? Как сделать свой быт экологичнее? Какие мифы окружают раздельный сбор отходов и как на самом деле ведется переработка? Как включиться в экодеятельность?  Организатор проекта [club15453|общественная организация «Мусора.Больше.Нет»] при поддержке [club143830192|Фонд президентских грантов].  Начни жить экологично — вдохнови других!  #PROкачайЭКОлайф #онлайнкурсPROкачайЭКОлайф #МусораБольшеНет #ФондПрезидентскихГрантов;24 01 2019 9:48:00;144;57;https://pp.userapi.com/c844521/v844521276/180dd7/FKqDuRiRiY0.jpg
Экоурок «Чистый город начинается с тебя!»  Экологическое движение [club19246997|«ЭКА!»] выпустило познавательный урок для детей 1-4 классов. Ребята узнают, что чистота города во многом зависит от того, как жители расходуют воду и энергию и поступают с отходами. Дети познакомятся с основными источниками загрязнения воды, воздуха и почвы, научатся беречь ресурсы и и грамотно обращаться с отходами.  В комплекте к уроку яркая презентация, подробный гид и видео, раздаточные материалы с заданиями и книжка-памятка.    экоспасатели.рф  #эка #экокласс #экоспикеры #экоуроки;21 01 2019 10:27:00;27;2;https://pp.userapi.com/c850336/v850336163/bdd03/1Wak0HwS65c.jpg
Друзья!  В последнее время много разговоров про региональных операторов: что значит их появление, зачем они нужны и что будет происходить с отходами согласно новой системе. На днях Владимир Путин как раз подписал указ о создании компании «Российский экологический оператор».  Ребята из организации [club79010199|«Чистые игры»] сделали статью, где разбираются, какие плюсы и минусы несет новый указ для сферы ТКО.  Своим мнением в материале поделились [id66769|Петр Левин], координатор проектов [club28998377|«Мусора.Больше.Нет», СПб и ЛО], [id178689|Денис Старк], основатель движения [club15453|«Мусора.Больше.Нет»], [id466012|Дмитрий Иоффе], основатель проекта [club79010199|«Чистые игры»], [id178279736|Татьяна Нагорская], председатель движения [club31712887|«РазДельный Сбор»] и [id3270497|Александр Степанов], координатор Всемирного дня чистоты [club93025050|«Сделаем!» в Иваново].   Читайте: vk.com/@clean_games-rossiiskii-ekologicheskii-operator-mnenie-ekoaktivistov  #МусораБольшеНет #ЧистыеИгры #РазДельныйСбор #Сделаем #регоператор #экологическийоператор #отходы;18 01 2019 12:25:49;21;3;
