;Unnamed: 0;Dominant_Topic;Keywords;Text;CommunityName;Community;TopicName
188;188;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;Уважаемые коллеги Приглашаем вас принять участие в профессиональном фотоконкурсе экологов производства Конкурс проводится в  номинациях «Будни эколога» - фотографии иллюстрирующие профессиональную деятельность инженеров-экологов изображения технологий оборудования промышленных территорий примеры и решения природоохранных задач «Экологи отдыхают» - природные пейзажи снятые на отдыхе в своем регионе или в дальних поездках экологически чистые уголки нашей Родины где профессиональные экологи проводят выходные дни и отпуск «Пропаганда экологической безопасности» – изображения плакаты постеры баннеры и тд пропагандирующие защиту окружающей среды природоохранную деятельность и экологическую безопасность В данной номинации возможно использование коллажирования компьютерной обработки фотографий в стиле социальной рекламы Принимая участие в Конкурсе давайте вместе создадим экологическую панораму нашей страны Размещайте свои фотографии оценивайте фото других участников сообщите о Конкурсе своим коллегам И удачи вам ;ecoindustryru;1;Загрязнение окружающей среды
189;189;4.0;отход, добровольный, обращение, дать, который, статья, правило, федеральный, случай, закон;"Коллеги ранее мы уже публиковали данное письмо комментарий Консультанта Разъяснен порядок и сроки внесения платы за НВОС в связи с изменениями внесенными в законодательство об охране окружающей среды Письмо Минприроды России от   --ОГ ""О рассмотрении обращений"" Согласно статье  Федерального закона от   -ФЗ ""Об охране окружающей среды"" (далее - Закон  -ФЗ) отчетным периодом в отношении внесения платы за негативное воздействие на окружающую среду признается календарный год Плата исчисленная по итогам отчетного периода в порядке установленном статьей  данного Федерального закона с учетом корректировки ее размера вносится не позднее -го марта года следующего за отчетным периодом Внесение платы за негативное воздействие на окружающую среду за  отчетный год будет осуществляться в срок не позднее  В срок не позднее  лицами обязанными вносить плату за негативное воздействие на окружающую среду представляется декларация о плате за негативное воздействие на окружающую среду За  год (не позднее ) хозяйствующим субъектам необходимо было исчислить плату исходя из действующей нормативной правовой базы и согласно действующей у них разрешительной документации в том числе по действующим документам об утверждении нормативов образования отходов и лимитов на их размещение Это касается также хозяйствующих субъектов осуществляющих хозяйственную и (или) иную деятельность на объектах  категории Исключение о продлении действия ранее выданных разрешительных документов а также выдаче или переоформлении разрешений и документов действует только для объектов  и  категории либо до дня истечения срока действия таких разрешений и документов либо до момента получения комплексных экологических разрешений представления декларации о воздействии на окружающую среду Для  категории переходных положений в плане действия разрешительной документации не установлено В соответствии с Федеральным законом от   -ФЗ ""Об отходах производства и потребления"" (далее - Закон  -ФЗ) юридические лица и индивидуальные предприниматели осуществляющие хозяйственную и (или) иную деятельность на объектах  категории определенных в соответствии с законодательством в области охраны окружающей среды представляют в уполномоченный федеральный орган исполнительной власти или исполнительные органы государственной власти субъектов РФ в соответствии с их компетенцией в уведомительном порядке отчетность об образовании использовании обезвреживании о размещении отходов При этом следует отметить что до настоящего времени порядок представления указанной отчетности сроки и форма не установлены В то же время указанным лицам также необходимо разработать и утвердить программу производственного экологического контроля и ежегодно подавать отчет об организации и о результатах осуществления производственного экологического контроля по форме утвержденной Минприроды России Таким образом лицам осуществляющим хозяйственную и (или) иную деятельность на объектах  категории необходимо начиная с  года подавать установленную законодательством отчетность Правила исчисления и взимания платы за негативное воздействие на окружающую среду утверждены Постановлением Правительства РФ от    ""Об исчислении и взимании платы за негативное воздействие на окружающую среду"" (далее - Правила) При этом Правила не приведены в соответствие с действующим законодательством в части вопросов выдачи разрешительной документации и представления установленной отчетности с  лицами осуществляющими хозяйственную и (или) иную деятельность на объектах   и  категории В настоящее время Минприроды России подготовлены корректировки в Правила с учетом указанных изменений В частности вводятся положения об исчислении платы за размещение отходов (за исключением ТКО) исходя из представления либо непредставления по объектам  категории отчетности об образовании использовании обезвреживании размещении отходов по аналогии с исчислением платы за размещение отходов в соответствии с представленной либо непредставленной отчетностью субъектов малого и среднего предпринимательства Также уточняются вопросы исчисления платы исходя из представления либо непредставления по объектам  категории отчета об организации и о результатах осуществления производственного экологического контроля Таким образом новыми положениями которые будут после внесения изменений в Правила необходимо будет руководствоваться при исчислении платы по объектам  категории за  отчетный год (не позднее )";ecoindustryru;1;Новости,обращения,ответы правительства
190;190;4.0;отход, добровольный, обращение, дать, который, статья, правило, федеральный, случай, закон;На Федеральном портале нормативных правовых актов размещены проекты документов Проект приказа «Об утверждении Порядка составления акта проведения контроля за исчислением платы за негативное воздействие на окружающую среду и его формы» Проект приказа «Об утверждении Порядка составления территориальными органами Федеральной службы по надзору в сфере природопользования акта проведения контроля за исчислением платы за негативное воздействие на окружающую среду и его формы» -;ecoindustryru;1;Новости,обращения,ответы правительства
191;191;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;"Минприроды будет настаивать на отказе от вторичного использования труб в нефтепроводах Глава ведомства Дмитрий Кобылкин отметил что жалобы компаний в этой ситуации являются абсолютно нормальным явлением и министерство готово идти на диалог но ""в разумных пределах Минприроды России несмотря на жалобу российских нефтяников будет настаивать на ужесточении экологической составляющей в работе предприятий и на признании отходами старых труб в нефтепроводах чтобы предотвратить аварии и нефтеразливы Об этом сообщил на Международном арктическом форуме министр природных ресурсов и экологии России Дмитрий Кобылкин Ранее газета «Коммерсантъ» сообщила что крупнейшие российские нефтяники недовольны тем что больше не могут использовать бывшие в употреблении трубы поскольку Росприроднадзор считает их отходами По данным газеты в письме в адрес премьер-министра РФ Дмитрия Медведева нефтяники отмечают что это лишает их возможности продать бывшие в употреблении трубы или использовать их для строительства а необходимость длительного получения лицензий на обращение с отходами грозит авариями на нефтепроводах «То что такая проблема существует (недовольство со стороны нефтяных компаний — прим ТАСС) — это так На мой взгляд необходимо достичь уровня той трубы которая не будет создавать аварийную ситуацию Здесь не лоббирование чьих-либо интересов здесь вопрос безопасности — мы не можем бесконечно иметь аварии и порывы труб связанные с тем что кто-то некачественно обработал ту или иную трубу или поверхность В этом плане мы хотим ужесточить экологическую составляющую — здесь не экономика здесь экология это должны все понять» — сказал Кобылкин Он добавил что жалобы компаний в этой ситуации — абсолютно нормальное явление и министерство готово идти на диалог но «в разумных пределах» «Мы любой шаг будем делать в сторону экологии и будем трогать экономику Обязательно будут жаловаться ничего страшного в этом нет Мы готовы беседовать в разумных пределах двигаться но мы уверены что мы в правильном направлении» — добавил министр История вопроса О жалобе нефтяников  апреля сообщила газета «Коммерсантъ» По данным издания подписи под письмом премьер-министру Дмитрию Медведеву поставили главы «Роснефти» Игорь Сечин «Лукойла» Вагит Алекперов «Газпром нефти» Александр Дюков «Сургутнефтегаза» Владимир Богданов и «Татнефти» Наиль Маганов Речь в частности идет о демонтированных трубах для нефте- и газопроводов бурильных насосно-компрессорных трубах а также стальных насосных штангах которые Росприроднадзор в  г признал отходами В декабре  года Кобылкин предложил ужесточить законодательство и запретить компаниям вторичное использование труб в нефтепроводах для предотвращения разливов нефти В частности ведомство внесло на рассмотрение в Госдуму законопроект предусматривающий увеличение штрафов за нефтеразливы --";ecoindustryru;1;Загрязнение окружающей среды
192;192;4.0;отход, добровольный, обращение, дать, который, статья, правило, федеральный, случай, закон;В связи с передачей полномочий по ведению кадастра отходов Московской области в Министерство жилищно-коммунального хозяйства Московской области размещаем актуальную информацию о подготовке сведений в кадастр отходов ---;ecoindustryru;1;Новости,обращения,ответы правительства
193;193;5.0;вещество, объект, выброс, окружающий, среда, загрязнять, вредный, воздух, метр, воздействие;Разъяснения по вопросу о требованиях к содержанию программы ПЭК Письмо Федеральной службы по надзору в сфере природопользования от  марта  года № АА--- «О представлении разъяснений» Комментарий подготовлен |Центром правового обеспечения природопользования Федеральная служба по надзору в сфере природопользования (далее – Росприроднадзор) в ответ на обращение Национальной ассоциации природопользователей направила разъяснения по вопросу о требованиях к содержанию программы производственного экологического контроля (далее – программа ПЭК) В письме отмечено что требования к содержанию программы ПЭК порядку и срокам представления отчета об организации и о результатах осуществления производственного экологического контроля (далее – Требования) утверждены приказом Минприроды России от  февраля  года №  Росприроднадзор отмечает что в соответствии с Требованиями программа ПЭК должна разрабатываться и утверждаться юридическими лицами и индивидуальными предпринимателями осуществляющими хозяйственную и (или) иную деятельность на объектах   и  категорий по каждому объекту с учетом его категории применяемых технологий и особенностей производственного процесса а также оказываемого негативного воздействия на окружающую среду Согласно пункту  Требований подраздел «Производственный контроль в области охраны и использования водных объектов» программы ПЭК должен содержать в свою очередь мероприятия по учету объема забора (изъятия) водных ресурсов предусмотренные Порядком ведения собственниками водных объектов и водопользователями учета объема забора (изъятия) водных ресурсов из водных объектов и объема сброса сточных вод и (или) дренажных вод их качества возлагаемая на физические или юридические лица которым предоставлено право пользования водным объектом в целях забора (изъятия) водных ресурсов и (или) сброса сточных вод и (или) дренажных вод Собственники водных объектов осуществляют учет объема забора (изъятия) водных ресурсов из водных объектов и объема сброса сточных вод и (или) дренажных вод их качества в случае использования таких водных объектов в указанных целях Таким образом Росприроднадзор подтвердил что собственники водных объектов обязаны осуществлять учет объема забора (изъятия) водных ресурсов из водных объектов и объема сброса сточных вод и (или) дренажных вод их качества в случае использования таких водных объектов в указанных целях --;ecoindustryru;1;Выбросы
194;194;4.0;отход, добровольный, обращение, дать, который, статья, правило, федеральный, случай, закон;"Собственность на отходы Читайте в апрельском выпуске журнала ""Экология производства"" автор А Г Дудникова Компания «ЭКОТИМ» Понятие «собственность на отходы» определяют в соответствии с гражданским законодательством Но законодательство об отходах производства и потребления носит административный характер Это приводит к разночтениям В статье – разбор понятия «право собственности» в отношении отходов Прочитать статью полностью --";ecoindustryru;1;Новости,обращения,ответы правительства
195;195;4.0;отход, добровольный, обращение, дать, который, статья, правило, федеральный, случай, закон;"Письмо Минприроды России от  №-- ""О представлении отчетности и уплате экологического сбора"" Минприроды России снова разъясняет требования к отчетности производителей и импортеров товаров за отчетный  год --";ecoindustryru;1;Новости,обращения,ответы правительства
196;196;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;Переход на НДТ оценка готовности предприятий;ecoindustryru;1;Загрязнение окружающей среды
197;197;4.0;отход, добровольный, обращение, дать, который, статья, правило, федеральный, случай, закон;"«Модуль природопользователя» Теперь – в версии   Перечень изменений ""+""  Новое ""*""  Изменение ""-""  Исправление  - исправлена ошибка при обновлении БД  * обновлен справочник Ставки экологического сбора * обновлен справочник Товары и упаковка по группам и категориям * обновлен справочник Органов Росприроднадзора - исправлено округление в отчете о выполнении нормативов утилизации и расчете экосбора Коллеги напоминаем по вопросам работы «Личного кабинета» или «Модуля природопользователя» - по электронной почте ";ecoindustryru;1;Новости,обращения,ответы правительства
198;198;4.0;отход, добровольный, обращение, дать, который, статья, правило, федеральный, случай, закон;"Раздельный сбор отходов на предприятии Вопрос Разъясните пожалуйста ситуацию о накоплении отходов на предприятии согласно какому нормативному правовому документу осуществляется раздельный сбор и накопление отходов Помимо деления всех отходов на ТБО и ТКО существует ли какое деление ТБОТКО по способу обращения (размещение и утилизация) регламентированное нормативно-правовой документацией Укажите ссылки на статьи пожалуйста Отвечает эксперт сайта  |Надежда Бирюкова Что касается раздельного накопления то в федеральном законодательстве обязанность отходообразователей по раздельному сбору пока не прописана Согласно п  ст  Федерального закона от  № -ФЗ «Об отходах производства и потребления» накопление отходов может осуществляться путем их раздельного складирования по видам отходов группам отходов группам однородных отходов (раздельное накопление) Согласно п  ст  ФЗ №  при обращении с группами однородных отходов  -  классов опасности должны соблюдаться требования установленные федеральным органом исполнительной власти осуществляющим государственное регулирование в области охраны окружающей среды Но данные требования на сегодняшний день не установлены возможно там будут более четкие требования прописаны и к раздельному сбору Также согласно положениям пункта  статьи  ФЗ №  захоронение отходов в состав которых входят полезные компоненты подлежащие утилизации запрещается и соблюдение этого требования в первую очередь будут спрашивать с образователей данных отходов Перечень видов отходов в состав которых входят полезные компоненты захоронение которых запрещается устанавливается Правительством РФ см Распоряжение Правительства РФ от  № -р «Об утверждении перечня видов отходов производства и потребления в состав которых входят полезные компоненты захоронение которых запрещается» Соответственно отходы входящие в этот перечень надо накапливать раздельно от твердых коммунальных отходов или других отходов которые идут на полигон Согласно п  ст  ФЗ №  накопление отходов допускается только в местах (на площадках) накопления отходов соответствующих требованиям законодательства в области санитарно-эпидемиологического благополучия населения и иного законодательства Российской Федерации Основной документ регламентирующий накопление отходов в принципе это СанПиН - Гигиенические требования к размещению и обезвреживанию отходов производства и потребления утв Главным государственным санитарным врачом РФ  апреля  года (далее – СанПиН -) Согласно п  СанПиН - в зависимости от технологической и физико-химической характеристики отходов допускается их временно хранить - в производственных или вспомогательных помещениях - в нестационарных складских сооружениях (под надувными ажурными и навесными конструкциями) - в резервуарах накопителях танках и прочих наземных и заглубленных специально оборудованных емкостях - в вагонах цистернах вагонетках на платформах и прочих передвижных средствах - на открытых приспособленных для хранения отходов площадках Согласно п  Накопление и временное хранение промотходов на производственной территории осуществляется по цеховому принципу или централизованно Условия сбора и накопления определяются классом опасности отходов способом упаковки и отражаются в Техническом регламенте (проекте паспорте предприятия ТУ инструкции) с учетом агрегатного состояния и надежности тары Согласно пункту  СанПиН - при временном хранении отходов в нестационарных складах на открытых площадках без тары (навалом насыпью) или в негерметичной таре должны соблюдаться следующие условия -временные склады и открытые площадки должны располагаться с подветренной стороны по отношению к жилой застройке -поверхность хранящихся насыпью отходов или открытых приемников-накопителей должна быть защищена от воздействия атмосферных осадков и ветров (укрытие брезентом оборудование навесом и тд) -поверхность площадки должна иметь искусственное водонепроницаемое и химически стойкое покрытие (асфальт керамзитобетон полимербетон керамическая плитка и др) -по периметру площадки должна быть предусмотрена обваловка и обособленная сеть ливнестоков с автономными очистными сооружениями допускается ее присоединение к локальным очистным сооружениям в соответствии с техническими условиями -поступление загрязненного ливнестока с этой площадки в общегородскую систему дождевой канализации или сброс в ближайшие водоемы без очистки не допускается Также требования к раздельному сбору отходов могут быть определены в нормативных правовых актах органов исполнительной власти субъектов РФ Например постановление Правительства Москвы от  № -ПП обязывает юридических и физических лиц осуществляющих обращение с отходами производства и потребления обеспечивать раздельный сбор образующихся отходов в соответствии с их видом классом опасности в зависимости от их свойств а также в соответствии с содержанием в составе отходов токсичных веществ с агрегатным состоянием физическими свойствами и другими признаками (пункт ) и в частности обеспечивать раздельный сбор отходов производства и потребления относящихся к категории вторичных материальных ресурсов (ВМР) в соответствии с направлениями их использования и переработки (пункт ) В столице даже принято постановление Правительства Москвы от  № -ПП которым утвержден Перечень вторичных материальных ресурсов подлежащих переработке во вторичное сырье При этом Закон г Москвы от  №  «Кодекс города Москвы об административных правонарушениях» содержит статьи согласно которым - неосуществление раздельного сбора отходов влечет за собой наложение административного штрафа на должностных лиц в размере   рублей - на юридических лиц –   рублей (статья ) - нарушение требований по раздельному сбору ВМР подлежащих переработке (обработке) во вторичное сырье влечет наложение административного штрафа на должностных лиц в размере   рублей - на юридических лиц –   рублей (статья  пункт ) - неосуществление раздельного сбора ВМР подлежащих переработке (обработке) во вторичное сырье влечет наложение административного штрафа на должностных лиц в размере   рублей на юридических лиц –   рублей (статья  пункт ) Для некоторых отходов установлены специфические требования к накоплению в отдельных нормативно-правовых документах в тч по раздельному сбору Основным документом содержащим требования к обращению с отходами ртутьсодержащих ламп являются Правила обращения с отходами производства и потребления в части осветительных устройств электрических ламп ненадлежащие сбор накопление использование обезвреживание транспортирование и размещение которых может повлечь причинение вреда жизни здоровью граждан вреда животным растениям и окружающей среде утвержденных Постановлением Правительства РФ от  №  (в ред от ) (далее - ПП ) Согласно п  ПП  накопление отработанных ртутьсодержащих ламп производится отдельно от других видов отходов Твердые коммунальные отходы должны теперь накапливаться в отдельных местах накопления обустроенных в соответствии с Постановлением Правительства РФ от    ""Об утверждении Правил обустройства мест (площадок) накопления твердых коммунальных отходов и ведения их реестра"" В соответствии с п  ТР ТС  Технический регламент Таможенного союза ""О требованиях к смазочным материалам маслам и специальным жидкостям"" хранение отработанной продукции осуществляется по маркам или группам согласно приложению  к данному Техническому регламенту Так например нельзя собирать в одну бочку отработанные моторные и индустриальные масла Раздельное накопление пищевых отходов регламентируется разделом  СанПиН --- Санитарные правила содержания территорий населенных местНакопление медицинских отходов осуществляется в соответствии с СанПиН - ""Санитарно-эпидемиологические требования к обращению с медицинскими отходами""Так же при организации мест накопления отходов необходимо соблюдать требования пожарной безопасности Организация раздельного накопления отходов за исключением ряда специфических отходов обуславливается также условиями дальнейшей передачи данных видов отходов специализированным организациям в целях дальнейшего обращения Например нецелесообразно накапливать совместно металлическую тару из-под ЛКМ и пластиковую тару из-под растворителей если потом эти отходы будут передаваться разным организациям --";ecoindustryru;1;Новости,обращения,ответы правительства
199;199;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;ПРОГРАММА  ЭКОЛОГИЧЕСКОГО ФОРУМА Видео-отчет о Форуме  Форум предоставляет экологам предприятий возможность прямого общения с представителями органов власти и ведущими экспертами комфортную среду для обмена мнениями обсуждения практических проблем и путей их решения Форум проводится при поддержке Минприроды России дважды в год начиная с  года Организаторы мероприятия — научно-практический журнал «Экология производства» и Центр профессионального обучения «Парадигма» ;ecoindustryru;1;Загрязнение окружающей среды
200;200;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;Приглашаем принять участие в  Экологическом форуме Тематика очередного Экофорума - практика применения последних изменений природоохранного законодательства &&;ecoindustryru;1;Загрязнение окружающей среды
201;201;4.0;отход, добровольный, обращение, дать, который, статья, правило, федеральный, случай, закон;Утверждены правила разработки технологических нормативов Опубликованы Правила разработки технологических нормативов (далее – Правила) утвержденные Приказом Минприроды России от  г   Правила определяет порядок разработки технологических нормативов в части выбросов сбросов загрязняющих веществ Технологические нормативы разрабатываются (п- Правил) - для планируемых к вводу в эксплуатацию и действующих объектов  и  категории в рамках получения комплексного экологического разрешения (далее – КЭР) - для объектов на которых реализуются наилучшие доступные технологии (далее – НДТ)- в отношении загрязняющих веществ для которых установлены технологические показатели НДТ для выбросов сбросов (маркерные вещества) Таким образом разработка технологических нормативов необходима для получения КЭР Пересмотр технологических нормативов производится при истечении срока действия или при пересмотре КЭР Информация актуальна для природопользователей эксплуатирующих объекты  и  категории для которых законодательством предусмотрено получение КЭР Обращаем Ваше внимание что нарушения в части осуществления деятельности на объектах оказывающих негативное воздействие на окружающую среду без КЭР если получение такого разрешения является обязательным влечет за собой привлечение к административной ответственности по ст КоАП РФ - на должностных лиц - от   до   руб- на юридических лиц - от   до   руб --;ecoindustryru;1;Новости,обращения,ответы правительства
