Text;Date;LikesCount;RepostCount;URLs
"С вербным воскресением!  Символом праздника считается  веточка вербы. Их освещают, приносят в дом и ставят около икон. Освещенные веточки хранят около икон круглый год, а потом сжигают.  Ни в коем случае нельзя их просто выбрасывать. Если верба пустила корни, то можно высадить ее, но где-нибудь подальше от дома.  Верба считается символом здоровья и роста. Поэтому испокон веков существует традиция прихлопывать веточкой вербы детей, приговаривая: ""Верба сечи, верба сечи, верба на здоровье.""  ""Берба лачкo, ме ог лачкы!""(коми).";21 04 2019 5:54:39;11;0;https://pp.userapi.com/c856016/v856016495/29ca6/alELgz41o1E.jpg
Гидрохимические, физико-химические показатели подземных вод в районе куста скважин №20 на Красноборском болоте.;19 04 2019 8:23:01;9;1;https://pp.userapi.com/c845420/v845420157/1deec0/YQKpNL9CuqM.jpg https://pp.userapi.com/c845420/v845420157/1deeca/qDQmivECVUE.jpg
"""МЫ ПРОТИВ!"" единогласно! Сегодня в Щельяюрском ДК прошли общественные слушания по расширению деятельности нефтяной компании Лукойл- Коми. Жители посёлка активно задавали вопросы проектировщикам новых скважин и высказывали свою неудовлетворенность варварством и грубым отношением нефтяников к нашей природе и к нам, как народу. По результатам анализов, в одном из ручьёв Красноборского болота показатели железа, мышьяка и других химических элементов просто зашкаливают, что является реальной угрозой для нас, наших детей, нашего хозяйства. Единогласное ""НЕТ""! - вот наш ответ! Слушания считаются несостоявшимися.";18 04 2019 18:30:55;107;7;https://pp.userapi.com/c855432/v855432965/26c98/MpdKluo8a3I.jpg
Население Ижемского района уменьшается из года в год. В 2002 г. - 21510 чел., 2010 г. - 18770 чел., 2016 г. - 17550 чел. За 14 лет население в районе убыло на 18,5%. C такой демографией скоро некому будет молиться в церквях с золотыми куполами и ездить на новых автобусах!;17 04 2019 6:28:38;47;4;
??????;12 04 2019 18:08:11;9;0;https://pp.userapi.com/c850020/v850020901/16b4ef/VZXUaYdTiFw.jpg
"Министерством природных ресурсов и охраны  окружающей среды  Республики Коми установлены следующие сроки весенней охоты:  - Прилузский, Койгородский и Сысольский районы - с 1 мая по 10 мая;  - Сыктывдинский, Корткеросский, Усть-Вымский, Княжпогостский, Удорский районы и Сыктывкар - с 5 мая по 14 мая;  - Усть-Куломский, Троицко-Печорский, Сосногорскиий районы, Ухта и Вуктыл - с 11 мая по 20 мая;  - Усть-Цилемский, Ижемский районы, Печора, Инта - с 14 мая по 23 мая;  - Воркута и Усинск - с 19 мая по 28 мая.  Установленные Минприроды нормы добычи пернатой дичи на одного охотника:  - утки (селезни) - пять особей за день охоты;  - гуси - две особи за день охоты;  - вальдшнеп - без ограничения;  - глухарь (самцы) на току - одну особь за сезон охоты;  - тетерев (самцы) на току - одну особь за сезон охоты.  Подать заявление на выдачу разрешения можно за 14 календарных дней до открытия охоты на дичь.  Получить разрешение можно в Охотуправлении Минприроды РК по адресу: Сыктывкар, ул. Интернациональная, 157, или у сотрудников Охотуправления Минприроды Коми в районах и городах после оплаты государственной пошлины и сбора за пользование объектами животного мира.";11 04 2019 12:53:19;32;10;https://pp.userapi.com/c854420/v854420659/1eb3d/IeOFQhU5d_M.jpg
Проектируемый объект находится на расстоянии 1 км. от крайних домов по Школьному переулку с. Краснобор.;09 04 2019 12:14:23;27;12;https://pp.userapi.com/c851324/v851324793/f15aa/HGkTbbV4WAU.jpg https://pp.userapi.com/c851324/v851324793/f15b4/R7Vd4zNiHhY.jpg https://pp.userapi.com/c851324/v851324793/f15be/T-gTJcSpia8.jpg
Маски сброшены: на станции Шиес хотят захоронить 46 млн. тонн мусора | Новости Дня 29;06 04 2019 5:56:39;8;3;
"Слушания в Красноборе не состоялись! Сегодня, в ДК села Краснобор собрались более сотни  жителей, включая и гостей из близлежащих поселений. Много прозвучало вопросов, не на все были получены ответы, но итогом стало общее ""НЕТ"". В ходе слушаний несколько раз звучала фраза "" Что мы, местные жители, получаем от добычи нефти?"" Ответ не на бумаге и красивых фразах, а в фактах варварского и губительного отношения к НАШИМ территориям. Никто кроме нас не защитит наши родовые угодья и места традиционного промысла. Что мы оставим нашим потомкам? Памятники бесхозяйственности нефтяников и вывернутую наизнанку природу? Этого нельзя допускать, ибо нам здесь жить. А жить мы хотим в экологически чистых условиях! Именно поэтому по итогу голосования : единогласный отказ!";05 04 2019 17:15:44;106;9;
Откажитесь от воздушных шариков и китайских фонариков! Экологи называют как минимум 5 причин, почему это стоит сделать;03 04 2019 19:07:59;5;0;
Посмотрите, что происходит во время пала травы... Включите голову, губители!  Скоро во всех регионах страны...  Репост!;03 04 2019 14:38:36;63;16;https://pp.userapi.com/c850132/v850132121/11ecfb/wWvbpNb-eeA.jpg https://pp.userapi.com/c850732/v850732244/f0166/BynvfJV28Nw.jpg https://pp.userapi.com/c849324/v849324121/165856/Yik9Fedo9kg.jpg https://pp.userapi.com/c848520/v848520121/15d936/gf6buNN2jLo.jpg https://pp.userapi.com/c852136/v852136244/e6a54/QH69FjeBHOU.jpg https://pp.userapi.com/c855032/v855032244/fc42/1s27jyfQ_s0.jpg https://pp.userapi.com/c852124/v852124244/f3d8b/uyyg29Fe2-k.jpg
"Компания «Лукойл-Коми» продолжает расширять свою производственную деятельность на близлежащих территориях поселений Щельяюр, Краснобор. Флора, фауна, да и экология в целом меняются не в лучшую сторону. Можно привести пример Красноборского болота, где традиционно жители поселений Щельяюр, Диюр, Краснобор занимались сбором дикоросов. Сегодня на территории этого болота мы видим отсыпанные дороги, площадки со скважинами и загрязнение всего болота. И такая картина наблюдается на всех участках ведения деятельности «Лукойл-Коми». Представители этой компании любят напоминать нам, местным жителям, какие блага они несут жителям Ижемского района по так называемому партнёрскому соглашению. Да, какие-то средства выделяются, но размер средств и куда они расходуются, покрыты тайной. Почему исполнительная власть района скрывает эту информацию от жителей Ижемского района и кулуарно решает куда и как распоряжаться этими средствами? Конституция нашего государства определяет, что единственным источником власти в стране является её многонациональный народ. На самом деле, исполнительная власть, народ воспринимает как некий электорат, который необходим для проведения процедур выборов, чтобы официально обличить себя этой властью от лица народа. Перед каждыми выборами кормит народ обещаниями и ""строит"" больницы, садики, дома культуры... Мы, жители поселений Краснобор и Щельяюр, не хотим чтобы нас и дальше обманывали и считаем, что партнёрские соглашения, предполагающие финансовые вложения добывающей компанией в благоустройство поселений, должны заключаться непосредственно с поселениями, на территории которых ведётся производственная деятельность и наносится ущерб экологии. Только в случае заключения прямых партнёрских соглашений с поселениями Щельяюр, Краснобор мы готовы рассматривать вопросы по согласованию дальнейшей деятельности компании «Лукойл – Коми» на данных территориях.  Уважаемые участники группы! Предлагаем вам принять участие в онлайн – голосовании, с целью получения объективной информации. ПАРТНЕРСКИЕ СОГЛАШЕНИЯ ДОЛЖНЫ ЗАКЛЮЧАТЬСЯ НЕПОСРЕДСТВЕННО МЕЖДУ КОМПАНИЕЙ ""ЛУКОЙЛ-КОМИ"" И ПОСЕЛЕНИЯМИ ЩЕЛЬЯЮР, КРАСНОБОР!";03 04 2019 13:34:18;26;8;
Час для планеты ??  Сегодня во всём мире проводится самая массовая экологическая акция — Час Земли. Чтобы поучаствовать в ней, надо всего лишь с 20:30 до 21:30 выключить свет у себя дома.  Ежегодная акция «Час Земли», проводимая Всемирным фондом дикой природы (WWF), организуется в России уже 10 лет. Вопреки распространенному мнению, она не направлена на сохранение электричества. Цель акции — напомнить людям об ответственности.   В этот раз тема российского Часа Земли — «Ответь за природу!»: организаторы хотят привлечь внимание к проблемам лесов, рек и редких животных.;30 03 2019 15:13:46;4;0;https://pp.userapi.com/c850728/v850728349/e9de5/1LsuEjvX8Tk.jpg
В селе Айкино (Коми) умер Евгений Попов, который отдал накопленный за 64 года миллион рублей детям из социально-реабилитационного центра «Гаврош». После этого о бескорыстном дедушке узнала вся страна, к нему зачастили журналисты. Простые люди и знаменитости предлагали пенсионеру помощь, в том числе и материальную, но он от всего отказывался. Евгений Попов скончался в реанимации после болезни. 20 марта 86-летнего ветерана проводили в последний путь.;25 03 2019 3:20:41;31;3;https://pp.userapi.com/c851016/v851016121/e6465/rHyq7NnYBxQ.jpg
Медведи были, волки приходили, ну и рысь захотела погостить))));23 03 2019 7:08:47;9;1;
Сегодня, 21 марта, во всем мире отмечается Международный день лесов ??????  Проблема сохранения леса и его богатств стоит сегодня в ряду важнейших экологических задач для всех стран мира. Леса – легкие нашей планеты, они имеют неоценимое экологическое, социальное и экономическое значение – участвуют в формировании климата планеты, обеспечивают кислородом, перерабатывают вредные выбросы, сохраняют водные ресурсы, являются средой обитания множества растений и животных, обеспечивают пищу и здоровую среду для людей, помогают сохранить плодородность почв и ландшафты…   Берегите лес!;21 03 2019 13:17:43;7;0;https://pp.userapi.com/c853620/v853620660/9d8f/79-6cy07HK4.jpg
Друзья, с праздником! Каждый человек хоть когда-нибудь да и сталкивался с экологическими проблемами и ощутил на себе вред, который человечество наносит природе. Человек мусорит, жжет траву на полях, уничтожает деревья, предпочитает одноразовое и удобное долговечному и требующему уходу, не бережет то, что ему дано, как дано всему живому в мире. А потом человек недоумевает, почему жить становится не здОрово и не здорОво? Но есть и другой путь. Да, он требует большей осознанности и работы над своими привычками, но он открыт для всех, кто понимает, зачем все это. Сегодня мы говорим о том, что каждый из нас может сделать для Земли, на которой мы живем, сегодня мы обращаемся ко всем землянам с просьбой услышать проблему и помочь ее решению. Сегодня День Земли! С праздником!;20 03 2019 11:51:54;2;0;https://pp.userapi.com/c850324/v850324657/110159/45TT1mJIBG4.jpg
"""Лента"" организовала совместный проект  с компанией «Duracell» по приему от населения использованных батареек, которые будут отправляться на Челябинский перерабатывающий завод «Мегаполисресурс».   ??В гипермаркетах «Лента» при входе в торговый зал, стоят контейнеры.   Ответы на частые вопросы по поводу этого проекта:  1) ваше участие в федеральной акции на какой срок планируется? – Наша совместная акция с компанией Duracell носит долговременный характер, завершать акцию на данный момент мы не планируем, а только расширять географию ее проведения.  2) возможно ли от вас получить в будущем скан  документа, подтверждающего , что партия собранных батареек была принята, транспортирована и утилизировна на завод?    ??Ответ: документы  мы предоставить не можем, так как они являются внутренними.  2) каким образом собранные батарейки будут транспортированы на завод по переработке в Челябинске?   ??Ответ: батарейки вывозятся курьерами – представителями перерабатывающего завода и направляется на переработку на завод  3)  где гарантия, что собранные батарейки не напрявятся на полигон, а акция организована как имиджевый проект , направленный на увеличение лояльности покупателей?   ??Ответ: компания «Лента» тщательно следит за тем, чтобы все условия совместного проекта с компанией «Duracell» выполнялись и собранные батарейки были переработаны в соответствии со всеми требованиями.  «Мегаполисресурс» в свою очередь использует батарейки как сырьё и гарантирует нам, что батарейки перерабатываются.  4)есть ли ограничение по объёму приема батареек)?  Например, экоактивист из Ижмы собрал батареек 4 бутылки по 5 литров, можно ли их привезти?   ??ответ: Конечно, можно    Ответы на вопросы дал:   Гущин Леонид Главный инженер Служба эксплуатации и обслуживания TK Лента-22";16 03 2019 11:39:43;17;4;https://pp.userapi.com/c851020/v851020654/b85e6/Zamr0BGnFQQ.jpg
3 МАРТА - ВСЕМИРНЫЙ ДЕНЬ ДИКОЙ ПРИРОДЫ;03 03 2019 9:06:11;9;2;https://pp.userapi.com/c851532/v851532423/cfed7/GbYRFuzVkro.jpg
д. Диюр Ижемского района против завоза московского мусора на наш север.;18 02 2019 6:45:05;54;1;https://pp.userapi.com/c848536/v848536607/136f37/0sMEypYtqZw.jpg https://pp.userapi.com/c848536/v848536607/136f41/qnOsKWGjfgg.jpg https://pp.userapi.com/c848536/v848536607/136f4b/y_CckvaEQn8.jpg
Немного поэзии. Н. Рочев (Щельяюр).  Фотографии с его страницы в Одноклассниках;10 02 2019 6:49:26;24;3;https://pp.userapi.com/c851528/v851528545/b2dbe/BBnjZBRdpw4.jpg https://pp.userapi.com/c851120/v851120545/af900/InMQvvcklJg.jpg https://pp.userapi.com/c851228/v851228232/b45ce/7DO46pWEZWg.jpg
Госдума рассматривает закон о сборе грибов, ягод и дикорастущих трав. Летом любителей даров леса ждут новые сюрпризы  https://vk.com/wall-15722194_3640981;09 02 2019 7:46:59;2;0;https://pp.userapi.com/c851536/v851536748/b17c4/sTEvIKyO76o.jpg
Заседание общественных инспекторов по охране природы Ижемского района;08 02 2019 15:19:09;3;0;
Немного юмора ??;07 02 2019 10:48:40;8;1;https://pp.userapi.com/c850720/v850720258/b083b/kNrv4ml7IGM.jpg
КРАСОТА! ! !;03 02 2019 19:13:56;5;0;
Без комментария.... нет слов ((((((;31 01 2019 20:20:14;3;0;https://pp.userapi.com/c846321/v846321459/19e7d8/DRUemC7oZ2A.jpg
https://www.bnkomi.ru/data/news/89290/  https://www.bnkomi.ru/data/news/88714/  В публикации от 18.01.2019 г. средняя зарплата - 48,3 тыс.руб., в публикации от 30.01.2019 г. средний доход - 29,9 тыс.руб.;30 01 2019 14:02:34;1;0;
https://vk.com/club174539181Обращение с ТКО в Ижемском районе.  Пора действовать, ввиду решений местного самоуправления в пользу управляющей компании.  Информация  Федеральные Законы, нормы связанные с ТКО в населённых пунктах Ижемского района. Обсуждения. Споры. Оставляем фотографии ТКО и свалок с адресами. Жаловаться в компетентные органы Власти будем. Для удобства и полноты получения информации по Правовым актам проходите по закреплённым ссылкам на Постановления и ФЗ.;19 01 2019 6:50:22;1;0;
"""Собака - друг человека! "", а кто же другие домашние животные ? Давайте и к ним относиться как к друзьям.";16 01 2019 9:42:20;5;0;
"Такая картина наблюдается практически во всех многоквартирных домах наших городов. Это сколько бумаги (деревьев) каждый день уничтожается ""в корзину"". Сегодня вся рекламная информация есть в свободном доступе в сетях интернета, зачем так бездумно уничтожать ""легкие"" нашей планеты.";15 01 2019 19:20:17;15;2;https://pp.userapi.com/c851216/v851216516/8fc43/CwGLZqpEWGc.jpg https://pp.userapi.com/c851216/v851216516/8fc4c/dII8VjK2H3s.jpg
#минуткаЮмора;13 01 2019 13:35:08;1;0;https://pp.userapi.com/c849216/v849216575/103841/NO0f6M67zf4.jpg
"Увидела ссылку на вас в отделе контактов группы ""Защита природы""  Если можно, сделайте, пожалуйста, в эту группу репост, мне кажется, он подходит под вашу тематику.  .  Дыхание жизни. Красота и вдохновение   ???  Покормите птиц зимой,  Бросьте горстку крошек,  И пускай снуют порой  Стайки у окошек.    Бросьте горсточку зерна.  Много им не надо.  И зима не так страшна  Будет для крылатых.    Им не дайте в лютый час  Гибнуть от болезней,  И весна одарит вас  Праздничной их песней.  ???    А вы подкармливаете птиц зимой?    ???";10 01 2019 17:18:45;5;1;
В России вырубленный лес обязали восстанавливать в течение года  С 1 января 2019 года вступил в силу федеральный закон «О компенсационном лесовосстановлении». Каждый вырубленный гектар леса должен быть засажен молодыми деревьями.  В 2006 году в России отменили плату за потери лесного хозяйства, в то время как до этого компенсировали «выбытие лесов» независимо от причин вырубки. К 2017 году лесные площади, вырубленные в стране под недропользование, строительство дорог, а также трубопроводы и газопроводы уже превышали 150 тысяч гектаров без каких бы то ни было обязательств по лесовосстановлению. По сути, это безвозвратная потеря леса, сообщает «Российская газета» со ссылкой на Рослесхоз.  Новый закон должен решить эту проблему. С 1 января 2019 года при разработке месторождений, строительстве и укладке других инженерных объектов нужно обязательно проводить компенсационные посадки. Восстанавливать леса закон теперь обязывает и при переводе земель в другую категорию. Причем высаживать деревья на месте рубок лесопользователь должен в течение года.  - Предполагается, что расходы лесопользователей на проведение компенсационных посадок составят 900 миллионов рублей ежегодно. Новый закон должен привести к появлению рынка услуг по лесовосстановлению, а это, в свою очередь, повлияет на объемы и качество работ. За соблюдением новых требований будут следить исполнительные власти в регионах, а также Рослесхоз, - поясняют в пресс-службе лесного ведомства.;04 01 2019 7:05:33;3;0;https://pp.userapi.com/c849124/v849124495/f851d/PTNESl0RE80.jpg
